9 0 9	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
13 4 9	BB.KU.CCCKU.AA.KUG...FFG.....GEEETT. U99 A99 F98 T99 
13 4 9	BB.KU.CCCKU..AAKUG..FF.G.....GEEETT. U99 F97 T99 
13 4 9	.BBK.GCCCK.G.AAKUGFF..U.....U.EEE.TT B99 U99 G98 F99 
13 7 6	.BBK..CCCKU.AA.KU...FFUG.....GEEETTG B99 U98 A99 G99 F99 T99 
13 7 6	.BBK..CCCK..AA.KU.FF..UG....UGEEETTG B99 U99 A99 G99 F97 T99 
13 4 9	.BB..GCCCKUG.AAKUG.FFKU.......EEETT. B99 K99 G98 T99 
13 7 6	.BBKU.CCCKU.AA.KU...FF.G.....GEEETTG B99 U97 A99 G99 F99 T99 
13 4 9	...BB.CCC.U.AA.KUG.FFKUG...K.GEEETT. B97 K98 A99 T99 
13 7 6	...BB.CCCK..AA.KU..FFKUG....UGEEETTG B97 K99 U99 A99 G99 T99 
13 4 9	.BBK.GCCCKUG.AAKUG..FFU........EEETT B99 G98 F99 E99 
13 4 9	.BBK..CCCK...AAKUGFF..UG....UG.EEETT B99 U99 F99 E99 
13 4 9	BB.K..CCCKUGAA.KUG.FF.UG.......EEETT A99 G97 E99 
13 4 9	BB...GCCC..G.AAKUG.FFKU....KU..EEETT K98 U99 G98 E99 
13 4 9	.BBK.GCCCK.G.AAKUG.FF.U.....U.EEETT. B99 U99 G98 T99 
13 4 9	.BBK..CCCKUG.AAKUGFF..UG.......EEETT B99 G99 F99 E99 
13 4 9	BB....CCCK...AAKUGFF.KUG....UG.EEETT K99 U99 F99 E99 
13 4 9	BB...GCCCKUGAA.KUG.FFKU........EEETT K99 A99 G98 E99 
13 4 9	BB.K..CCCKUGAA.KUG..FFUG......EEE.TT A99 G97 F99 
13 4 9	....BBCCCK...AAKUGFF.KUG....UGEEE.TT B96 K99 U99 F99 
13 4 9	.BBK..CCCK...AAKUG..FFUG....UG.EEETT B99 U99 F99 E99 
13 4 9	BB.KU.CCCKU.AA.KUG..FF.G.....G.EEETT U99 A99 F99 E99 
13 4 9	.BBK.GCCCK.G.AAKUGFF..U.....U.EEE.TT B99 U99 G98 F99 
13 4 9	...KBBCCCKU..AAKUG..FFUG.....GEEE.TT B96 K94 F99 
13 4 9	..BB..CCCKU..AAKUG.FFKUG.....GEEETT. B98 K99 T99 
13 7 6	.BBK..CCCKU.AA.KU.FF..UG.....GEEETTG B99 K96 A99 G99 F99 T99 
13 4 9	.BB...CCCKUG.AAKUGFF.KUG......EEE.TT B99 K99 G99 F99 
13 4 9	...BB.CCCKU.AA.KUG.FFKUG.....GEEE.TT B97 K95 A99 
13 4 9	BB.K..CCCK.G.AAKUG..FFUG....U..EEETT U99 G99 F99 E99 
13 4 9	BB.K..CCCKUGAA.KUG..FFUG.......EEETT A99 G99 F99 E99 
13 4 9	BB.K..CCCKUG.AAKUGFF..UG.......EEETT G99 F97 E99 
13 4 9	...BB..CCCU..AAKUG.FFKUG...K.GEEETT. B97 K98 C99 T99 
13 7 6	....BBCCC...AA.KU.FF.KUG...KUGEEETTG B96 K98 U99 A99 G99 F99 T99 
13 7 6	.BB.U..CCCUG.AA.UGFF.K.G...K..EEEKTT B99 K97 C99 U99 G97 F99 
13 4 9	BB....CCC....AAKUG.FFKUG...KUG.EEETT K96 U99 E99 
13 7 6	..BB..CCC...AA.KU.FF.KUG...KUGEEETTG B98 K98 U99 A99 G99 F99 T99 
13 7 6	.BB...CCC...AA.KU.FF.KUG...KUGEEETTG B99 K98 U99 A99 G99 F99 T99 
13 4 9	BB..U.CCC.U..AAKUG.FFK.G...K.GEEE.TT K96 U97 
13 7 6	.BB.U.CCC.U.AA.KU.FF.K.G...K.GEEETTG B99 K98 U99 A99 G99 F99 T99 
13 4 9	BB....CCCKU.AA.KUGFF.KUG.....GEEE.TT K95 A99 F99 
13 7 6	.BB.U.CCCKU.AA.KU.FF.K.G.....GEEETTG B99 K99 U99 A99 G99 F99 T99 
13 7 6	.BB.U.CCCKU..AAKU..FFK.G.....GEEETTG B99 K99 U99 G99 F98 T99 
13 4 9	...KBBCCCKU..AAKUG.FF.UG.....GEEETT. B96 K94 T99 
13 7 6	.BB...CCCKU..AAKU.FF.KUG.....GEEETTG B99 K99 U98 G99 F99 T99 
13 4 9	BB.KUGCCCKUG.AAKUG....FF......EEETT. U99 G98 F97 T99 
13 7 6	..BBU.CCCKU..AAKU..FFK.G.....GEEETTG B98 K99 U99 G99 F98 T99 
13 7 6	..BBU.CCCKU.AA.KU.FF.K.G.....GEEETTG B98 K99 U99 A99 G99 F99 T99 
13 4 9	BB.K.GCCCK.GAA.KUG..FFU.....U.EEE.TT U99 A99 G98 F99 
13 4 9	BB..UGCCC.UG.AAKUG.FFK.....K..EEETT. K98 U99 G98 T99 
13 7 6	BB..U..CCCU.AA.KU.FF.K.G...K.GEEETTG K98 C99 U99 A99 G99 F99 T99 
13 4 9	...BB.CCC.U..AAKUGFF.KUG...K.GEEETT. B97 K98 F99 T99 
13 7 6	..BBU.CCC.U.AA.KU.FF.K.G...K.GEEETTG B98 K98 U99 A99 G99 F99 T99 
13 4 9	.BBK..CCCK..AA.KUG.FF.UG....UGEEETT. B99 U99 A99 T99 
13 7 6	...BBGCCC..GAA..UGFF.KU....KU.EEEKTT B97 K97 U99 A99 G98 F99 
13 4 9	.BBK..CCCK..AA.KUGFF..UG....UGEEE.TT B99 U99 A99 F99 
13 4 9	BB......CCC..AAKUG.FFKUG...KUGEEE.TT K96 C98 U99 
13 4 9	.BB...CCC....AAKUG.FFKUG...KUG.EEETT B99 K98 U99 E99 
13 7 6	..BB....CCC...AAUGFF.KUG...KUGEEEKTT B98 K97 C98 U99 A99 F99 
13 7 6	.BB.....CCCGAA..UGFF.KUG...KU.EEEKTT B99 K97 C98 U99 A99 G99 F99 
13 4 9	BB.K..CCCKUG.AAKUGFF..UG......EEE.TT K94 G99 F99 
13 4 9	BB.KU.CCCKU.AA.KUG..FF.G.....GEEE.TT U99 A99 F97 
13 4 9	.BB...CCC...AA.KUG.FFKUG...KUGEEE.TT B99 K98 U99 A99 
13 4 9	.BB......CCC.AAKUG.FFKUG...KUGEEE.TT B99 K98 C97 U99 
13 4 9	.BBKU.CCCKUG.AAKUG...FFG......EEE.TT B99 U99 G99 F98 
13 7 6	..BB....CCCG.AA.UGFF.KUG...KU.EEEKTT B96 C98 G99 U99 F99 K97 
13 4 9	..BBU.CCC.U..AAKUG.FFK.G...K.GEEETT. B98 K98 U99 T99 
13 4 9	.BBKUGCCCKUG.AAKUG.FF.........EEE.TT B99 U99 G98 
11 5 6	.BB.UGCCC.UG.AA.UG.FFK.....K..EEEKTT B99 K97 U99 G98 
12 6 6	.BB..GCCC..G.AA.UG.FFKU....KU.EEEKTT B99 K97 U97 G98 
13 4 9	BB.K..CCCK..AA.KUG..FFUG....UG.EEETT U99 A99 F99 E99 
13 7 6	...BBGCCC..G.AA.UG.FFKU....KU.EEEKTT B97 K97 U97 G98 
13 7 6	.BB...CCC..G.AA.UG.FFKUG...KU.EEEKTT B99 K97 U97 G97 
13 4 9	.BBKU.CCCKU.AA.KUG..FF.G.....GEEE.TT B99 U99 A99 F99 
13 4 9	...BBGCCC.UG.AAKUG.FFKU....K..EEETT. B97 K98 G98 T99 
13 4 9	BB...GCCC..G.AAKUGFF.KU....KU.EEE.TT K98 U99 G98 F99 
13 4 9	BB..U.CCC.UG.AAKUG.FFK.G...K..EEETT. K98 U99 G99 T99 
13 4 9	BB....CCCK..AA.KUG.FFKUG....UG.EEETT K99 U99 A99 E99 
13 4 9	BB..U..CCCU..AAKUG.FFK.G...K.GEEE.TT K96 C99 U99 
13 7 6	.BB..G.CCC.G..AAUGFF.KU....KU.EEEKTT B99 K97 C99 U99 A99 G98 F99 
13 4 9	..BBU.CCCKU..AAKUG.FFK.G.....GEEETT. B98 K99 U99 T99 
13 4 9	..BBU.CCCKU.AA.KUG.FFK.G.....GEEE.TT B98 K99 U99 A99 
13 7 6	.BB..G.CCC.GAA..UGFF.KU....KU.EEEKTT B99 K97 C99 U99 A99 G98 F99 
13 4 9	.BB.UGCCCKUG.AAKUG.FFK........EEE.TT B99 K99 U99 G98 
13 7 6	BB....CCC..GAA..UGFF.KUG...KU.EEEKTT K97 C98 U99 A99 G99 F99 
13 7 6	.BB....CCCUGAA..UG.FFKUG...K..EEEKTT B99 K97 C99 U98 A99 G99 
13 7 6	....BB..CCCG..AAUGFF.KUG...KU.EEEKTT B96 K97 C98 U99 A99 G99 F99 
13 7 6	.BB....CCC.GAA..UGFF.KUG...KU.EEEKTT B99 K97 C99 U99 A99 G99 F99 
13 7 6	..BB.G..CCCGAA..UG.FFKU....KU.EEEKTT B98 K97 C98 U99 A99 G98 
13 7 6	....BB..CCCGAA..UG.FFKUG...KU.EEEKTT B96 K97 C98 U99 A99 G99 
13 7 6	....BB..CCCG.AA.UGFF.KUG...KU.EEEKTT B96 K97 C98 U99 G99 F99 
13 7 6	..BB.G.CCC.GAA..UGFF.KU....KU.EEEKTT B98 K97 C99 U99 A99 G98 F99 
13 4 9	.BB.U.CCCKUG.AAKUG.FFK.G......EEE.TT B99 K99 U99 G99 
13 7 6	..BB...CCC.GAA..UG.FFKUG...KU.EEEKTT B94 C99 G99 A99 U99 K97 
13 7 6	...BB..CCC.GAA..UGFF.KUG...KU.EEEKTT B97 K97 C99 U99 A99 G99 F99 
13 7 6	....BB.CCCUG.AA.UGFF.KUG...K..EEEKTT B96 K97 C99 A98 G99 F99 
13 7 6	....BB.CCCUGAA..UGFF.KUG...K..EEEKTT B96 K97 C99 A97 G99 F99 
13 7 6	.BB..GCCC..GAA..UG.FFKU....KU.EEEKTT B99 K97 U97 A99 G98 
13 4 9	.BB...CCCKUG.AAKUG.FFKUG......EEETT. B99 K99 G99 T99 
13 4 9	...BBGCCC.UG.AAKUG.FFKU....K..EEE.TT B97 K96 G98 
13 4 9	BB.KU.CCCKU..AAKUGFF...G.....GEEE.TT K94 U99 F99 
13 7 6	.BB.U.CCC.UG.AA.UGFF.K.G...K..EEEKTT B99 K97 U99 A98 G99 F99 
13 7 6	.BB.U..CCCUGAA..UGFF.K.G...K..EEEKTT B99 K97 C99 U99 A99 G99 F99 
13 4 9	BB.KU.CCCKUGAA.KUG.FF..G.......EEETT U99 A99 G99 E99 
13 4 9	.BB...CCCK...AAKUG.FFKUG....UG.EEETT B99 K99 U99 E99 
13 4 9	.BB...CCCKU.AA.KUG.FFKUG.....GEEETT. B99 K99 A99 T99 
11 5 6	.BB...CCCKU.AA.KU..FFKUG.....GEEETTG B99 K99 A99 G99 T99 
12 6 6	.BB...CCCKU.AA.KU.FF.KUG.....GEEETTG B99 K99 A99 G99 F99 T99 
13 4 9	.BB...CCCK...AAKUGFF.KUG....UGEEE.TT B99 K99 U99 F99 
13 7 6	.BB...CCCK..AA.KU.FF.KUG....UGEEETTG B99 K99 U99 A99 G99 F99 T99 
13 4 9	.BB...CCCK..AA.KUG.FFKUG....UGEEE.TT B99 K99 U99 A99 
13 4 9	BB.KU.CCCKUGAA.KUG..FF.G......EEE.TT U99 A99 G99 F99 
13 4 9	.BB.U.CCCKU.AA.KUG.FFK.G.....GEEE.TT B99 K99 U99 A99 
13 4 9	BB.KU.CCCKUGAA.KUGFF...G......EEE.TT U99 A99 G99 F99 
13 7 6	..BBU..CCCUGAA..UGFF.K.G...K..EEEKTT B98 K97 C99 U99 A99 G99 F99 
13 4 9	.BB...CCC.U.AA.KUG.FFKUG...K.GEEE.TT B99 K96 A99 
13 7 6	BB...G.CCCUGAA..UGFF.KU....K..EEEKTT K97 C99 A97 G98 F99 
13 7 6	...BBGCCC.UG..AAUGFF.KU....K..EEEKTT B97 K97 U98 A99 G98 F99 
13 7 6	.BB.U..CCCUG..AAUGFF.K.G...K..EEEKTT B99 K97 C99 U99 A99 G99 F99 
13 4 9	.BBK..CCCK.G.AAKUGFF..UG....U.EEE.TT B99 U99 G99 F99 
13 7 6	..BB.GCCC.UGAA..UGFF.KU....K..EEEKTT B98 K97 U98 A99 G98 F99 
13 7 6	.BB...CCC.UGAA..UGFF.KUG...K..EEEKTT B99 K97 U98 A99 G99 F99 
13 7 6	..BB.G.CCC.G..AAUGFF.KU....KU.EEEKTT B98 K97 C99 U99 A99 G98 F99 
13 7 6	...BBG.CCC.G..AAUGFF.KU....KU.EEEKTT B97 K97 C99 U99 A99 G98 F99 
13 7 6	...BBG..CCCG..AAUGFF.KU....KU.EEEKTT B97 K97 C98 U99 A99 G98 F99 
13 7 6	..BB...CCC.GAA..UGFF.KUG...KU.EEEKTT B98 K97 C99 U99 A99 G99 F99 
13 4 9	BB.KU.CCCKU.AA.KUG.FF..G.....GEEE.TT K94 U99 A99 
13 7 6	.BB.UGCCC.UG..AAUGFF.K.....K..EEEKTT B99 K97 U99 A97 G98 F99 
13 7 6	..BB.G.CCCUG..AAUGFF.KU....K..EEEKTT B98 K97 C99 A99 G98 F99 
13 4 9	...BB.CCC.U..AAKUGFF.KUG...K.GEEE.TT B97 K96 F99 
13 4 9	BB..U.CCCKU.AA.KUG.FFK.G.....G.EEETT K99 U99 A99 E99 
13 7 6	.BB.UG.CCCUGAA..UGFF.K.....K..EEEKTT B99 K97 C99 U99 A99 G98 F99 
13 4 9	.BBK..CCCKU..AAKUG.FF.UG.....GEEE.TT B99 K94 
13 4 9	BB....CCCK...AAKUG.FFKUG....UG.EEETT K99 U97 E99 
13 4 9	..BBU.CCCKU..AAKUG.FFK.G.....G.EEETT B98 K99 U99 E99 
13 7 6	..BBUG.CCCUGAA..UGFF.K.....K..EEEKTT B98 K97 C99 U99 A99 G98 F99 
13 4 9	..BB..CCCKU..AAKUG.FFKUG.....GEEE.TT B98 K95 
13 4 9	.BBK.GCCCKUG.AAKUG..FFU.......EEETT. B99 G98 F99 T99 
13 7 6	BB..UG.CCCUGAA..UG.FFK.....K..EEEKTT B96 U99 G98 C99 A99 K97 
13 4 9	.BB.U.CCCKU..AAKUG.FFK.G.....GEEE.TT B99 K95 U99 
13 4 9	.BBK..CCCKUGAA.KUG..FFUG......EEE.TT B99 A99 G99 F99 
13 7 6	.BB....CCC.G..AAUGFF.KUG...KU.EEEKTT B99 K97 C99 U99 A99 G99 F99 
13 7 6	..BB..CCC..G..AAUGFF.KUG...KU.EEEKTT B98 K97 U99 A99 G99 F99 
13 4 9	.BBK..CCCKU..AAKUG..FFUG.....GEEE.TT B99 G98 F99 
13 4 9	.BBK.GCCCKUG.AAKUG..FFU.......EEE.TT B99 G98 F99 
13 4 9	BB......CCC..AAKUG.FFKUG...KUG.EEETT K98 C98 U99 E99 
13 4 9	.BBKU.CCCKUG.AAKUG..FF.G......EEE.TT B99 U99 G99 F99 
13 4 9	BB.K.GCCCK.G.AAKUG..FFU.....U.EEETT. U99 G98 F99 T99 
13 4 9	.BB...CCCKU..AAKUGFF.KUG.....G.EEETT B99 K99 F99 E99 
13 4 9	.BBK..CCCK.G.AAKUG..FFUG....U.EEE.TT B99 U99 G99 F99 
13 4 9	.BB.....CCC..AAKUG.FFKUG...KUGEEE.TT B99 K98 C98 U99 
13 4 9	BB....CCCKU.AA.KUG.FFKUG.....GEEETT. K95 A99 T99 
13 7 6	..BB.G..CCCG..AAUGFF.KU....KU.EEEKTT B98 K97 C98 U99 A99 G98 F99 
13 7 6	..BB.G..CCCGAA..UGFF.KU....KU.EEEKTT B98 K97 C98 U99 A99 G98 F99 
13 4 9	BB.......CCC.AAKUG.FFKUG...KUGEEE.TT K96 C97 U99 
13 4 9	....BBCCC.U..AAKUGFF.KUG...K.G.EEETT B96 K98 F99 E99 
13 4 9	...BBGCCC.UG.AAKUG.FFKU....K...EEETT B97 K98 G98 E99 
13 7 6	.BB..GCCC..G..AAUG.FFKU....KU.EEEKTT B99 K97 C96 U99 A99 G98 
13 4 9	..BB..CCCK...AAKUGFF.KUG....UGEEE.TT B98 K99 U99 F99 
13 4 9	BB.K.GCCCK.G.AAKUGFF..U.....U..EEETT U99 G98 F99 E99 
13 4 9	BB.K.GCCCKUGAA.KUGFF..U........EEETT A99 G98 F99 E99 
13 4 9	....BBCCC.UG.AAKUG.FFKUG...K...EEETT B96 K98 G99 E99 
13 4 9	....BBCCC....AAKUG.FFKUG...KUG.EEETT B96 K98 U99 E99 
13 4 9	....BB.CCCU..AAKUG.FFKUG...K.G.EEETT B96 K98 C99 E99 
13 4 9	BB...G.CCCUG.AAKUG.FFKU....K...EEETT K98 C99 G98 E99 
13 4 9	BB..U.CCC.UG.AAKUG.FFK.G...K...EEETT K98 U99 G99 E99 
13 4 9	.BBK.GCCCKUG.AAKUGFF..U........EEETT B99 G98 F99 E99 
13 4 9	BB.....CCCU..AAKUGFF.KUG...K.G.EEETT K98 C99 F99 E99 
13 4 9	..BBU.CCC.U..AAKUG.FFK.G...K.G.EEETT B98 K98 U99 E99 
13 4 9	BB.....CCC...AAKUG.FFKUG...KUG.EEETT K98 C99 U99 E99 
13 4 9	BB..U..CCCU..AAKUG.FFK.G...K.G.EEETT K98 C99 U99 E99 
13 4 9	BB.....CCCUG.AAKUG.FFKUG...K...EEETT K98 C99 G99 E99 
13 4 9	.BBKU.CCCKU..AAKUGFF...G.....G.EEETT B99 U99 F99 E99 
13 4 9	.BBKU.CCCKU..AAKUG...FFG.....G.EEETT B99 U99 F98 E99 
13 4 9	...BB..CCCU..AAKUG.FFKUG...K.G.EEETT B97 K98 C99 E99 
13 4 9	.BBK..CCCK...AAKUGFF..UG....UGEEETT. B99 U99 F99 T99 
13 4 9	.BBKU.CCCKU..AAKUG..FF.G.....G.EEETT B99 U99 F99 E99 
13 4 9	.BB....CCCU..AAKUG.FFKUG...K.G.EEETT B99 K98 C99 E99 
13 4 9	BB...GCCC.UGAA.KUG.FFKU....K...EEETT K98 A99 G98 E99 
13 4 9	.BBK..CCCK...AAKUG.FF.UG....UG.EEETT B99 U97 E99 
13 4 9	.BBKU.CCCKUG.AAKUG.FF..G.......EEETT B99 U99 G99 E99 
13 4 9	BB....CCC.U.AA.KUGFF.KUG...K.G.EEETT K98 A99 F99 E99 
13 4 9	.BB.U.CCCKU..AAKUG.FFK.G.....G.EEETT B99 K99 U99 E99 
13 4 9	BB...GCCC.UG.AAKUGFF.KU....K..EEE.TT K96 G98 F99 
13 4 9	BB....CCCKU.AA.KUG.FFKUG.....G.EEETT K97 A99 E99 
13 4 9	BB....CCC.UGAA.KUG.FFKUG...K...EEETT K98 A99 G99 E99 
13 4 9	.BBK..CCCK...AAKUG..FFUG....UGEEE.TT B99 U99 F97 
13 4 9	BB....CCC...AA.KUG.FFKUG...KUG.EEETT K98 U99 A99 E99 
13 4 9	BB..U.CCC.U.AA.KUG.FFK.G...K.G.EEETT K98 U99 A99 E99 
13 4 9	.BBK..CCCKU.AA.KUG..FFUG.....G.EEETT B99 A99 F99 E99 
13 4 9	....BBCCC.U.AA.KUG.FFKUG...K.G.EEETT B96 K98 A99 E99 
13 4 9	BB.....CCCU.AA.KUG.FFKUG...K.G.EEETT K98 C99 A99 E99 
13 4 9	..BB..CCC.U.AA.KUG.FFKUG...K.G.EEETT B98 K98 A99 E99 
13 4 9	...BB.CCC.U.AA.KUG.FFKUG...K.G.EEETT B97 K98 A99 E99 
13 4 9	..BB..CCCKU.AA.KUG.FFKUG.....GEEE.TT B98 K95 A99 
13 4 9	.BBKU.CCCKU.AA.KUG.FF..G.....G.EEETT B99 U99 A99 E99 
13 4 9	.BBK.GCCCKUGAA.KUG.FF.U........EEETT B99 A99 G98 E99 
13 4 9	.BBK..CCCKU.AA.KUGFF..UG.....G.EEETT B99 A99 F99 E99 
13 4 9	BB....CCCK...AAKUGFF.KUG....UGEEETT. K99 U99 F99 T99 
11 5 6	BB....CCCK...AAKU.FF.KUG....UGEEETTG K99 U99 G99 F99 T99 
12 6 6	BB....CCCK..AA.KU.FF.KUG....UGEEETTG K99 U99 A99 G99 F99 T99 
13 7 6	..BB..CCCK..AA.KU.FF.KUG....UGEEETTG B98 K99 U99 A99 G99 F99 T99 
13 7 6	BB..U.CCCKU.AA.KU.FF.K.G.....GEEETTG K99 U97 A99 G99 F99 T99 
13 4 9	..BB.GCCCKUG.AAKUG.FFKU.......EEE.TT B98 K95 G98 
13 4 9	BB.K.GCCCKUG.AAKUG.FF.U........EEETT U98 G98 E99 
13 4 9	BB.KUGCCCKUG.AAKUGFF...........EEETT U99 G98 F99 E99 
13 4 9	BB.KUGCCCKUG.AAKUG..FF.........EEETT U99 G98 F99 E99 
13 4 9	BB.KUGCCCKUGAA.KUG.FF..........EEETT U99 A99 G98 E99 
13 4 9	BB.KUGCCCKUG.AAKUG.FF.........EEE.TT K94 U99 G98 
13 4 9	BB..UGCCCKUG.AAKUG.FFK.........EEETT K99 U99 G98 E99 
13 4 9	BB..UGCCC.UG.AAKUG.FFK.....K...EEETT K98 U99 G98 E99 
13 4 9	....BBCCCKU..AAKUGFF.KUG.....G.EEETT B96 K99 F99 E99 
13 4 9	.BBKUGCCCKUG.AAKUG.FF..........EEETT B99 U99 G98 E99 
13 4 9	BB..U.CCCKUG.AAKUGFF.K.G......EEE.TT K99 U99 G99 F99 
13 4 9	BB.K.GCCCK.G.AAKUG.FF.U.....U.EEE.TT K94 U99 G98 
13 4 9	...KBBCCCKU..AAKUG.FF.UG.....G.EEETT B96 K98 E99 
13 4 9	....BBCCCKU.AA.KUG.FFKUG.....G.EEETT B96 K99 A99 E99 
13 4 9	.BB...CCC.U.AA.KUG.FFKUG...K.GEEETT. B99 K98 A99 T99 
13 4 9	.BB..GCCC.UG.AAKUGFF.KU....K..EEE.TT B99 K98 G98 F99 
13 7 6	..BB....CCCGAA..UGFF.KUG...KU.EEEKTT B98 K97 C98 U99 A99 G99 F99 
13 4 9	.BB.U.CCC.U..AAKUG.FFK.G...K.GEEETT. B99 K98 U99 T99 
11 5 6	.BB.U.CCC.U..AAKU..FFK.G...K.GEEETTG B99 K98 U99 G99 T99 
12 6 6	..BBU.CCC.U..AAKU..FFK.G...K.GEEETTG B98 K98 U99 G99 T99 
13 4 9	.BB.U.CCC.U..AAKUG.FFK.G...K.G.EEETT B99 K98 U99 E99 
13 7 6	..BBU.CCC.U.AA.KU..FFK.G...K.GEEETTG B98 K98 U99 A99 G99 T99 
13 4 9	.BB.U.CCC.U..AAKUGFF.K.G...K.GEEE.TT B99 K98 U99 F99 
13 7 6	.BB...CCCK...AAKU.FF.KUG....UGEEETTG B93 K99 U99 F99 G99 T99 
13 7 6	BB....CCCK...AAKU.FF.KUG....UGEEETTG B92 K99 U99 F99 G99 T99 
13 4 9	.BBK..CCCKUG.AAKUG.FF.UG.......EEETT B99 G97 E99 
13 4 9	.BB..GCCCKUGAA.KUG.FFKU.......EEE.TT B99 K99 A99 G98 
13 7 6	..BB..CCCK...AAKU.FF.KUG....UGEEETTG B94 K99 U99 F99 G99 T99 
13 4 9	BB.K..CCCK.GAA.KUGFF..UG....U.EEE.TT U99 A99 G99 F99 
13 4 9	BB...GCCC.UG.AAKUG.FFKU....K..EEE.TT K96 G98 
13 4 9	BB.KU.CCCKUGAA.KUGFF...G......EEE.TT U99 A99 G99 F99 
13 4 9	.BBK..CCCKUGAA.KUGFF..UG......EEE.TT B99 A99 G99 F99 
13 7 6	.BB...CCCKU.AA.KU.FF.KUG.....GEEETTG B93 K99 A99 F99 G99 T99 
13 7 6	....BBCCCK..AA.KU.FF.KUG....UGEEETTG B96 K99 U99 A99 G99 F99 T99 
13 7 6	BB....CCCKU.AA.KU.FF.KUG.....GEEETTG B92 K99 A99 F99 G99 T99 
13 4 9	.BBK.GCCCKUG.AAKUG.FF.U.......EEE.TT B99 K94 G98 
13 4 9	...BB.CCCKUG.AAKUGFF.KUG......EEE.TT B97 K99 G99 F99 
13 7 6	..BB..CCCKU.AA.KU.FF.KUG.....GEEETTG B94 K99 A99 F99 G99 T99 
13 4 9	.BBK.GCCCKUGAA.KUGFF..U.......EEE.TT B99 A99 G98 F99 
13 4 9	BB..U.CCCKUG.AAKUGFF.K.G......EEE.TT K99 U99 G99 F99 
13 4 9	BB..UGCCCKUG.AAKUG.FFK........EEE.TT K95 U99 G98 
13 7 6	...KBBCCCKU.AA.KU.FF..UG.....GEEETTG B96 K98 A99 G99 F99 T99 
13 4 9	..BB..CCCKUG.AAKUGFF.KUG......EEE.TT B98 K99 G99 F99 
13 4 9	BB....CCCKUG.AAKUGFF.KUG......EEE.TT K95 G99 F99 
13 4 9	BB...GCCCK.G.AAKUG.FFKU.....U.EEE.TT K95 U99 G98 
13 4 9	BB....CCC.UG.AAKUGFF.KUG...K..EEE.TT K96 G99 F99 
13 7 6	...BB..CCC.G..AAUGFF.KUG...KU.EEEKTT B97 K97 C99 U99 A99 G99 F99 
13 7 6	...BBG.CCCUG..AAUGFF.KU....K..EEEKTT B97 K97 C99 A99 G98 F99 
13 7 6	...BB..CCCU.AA.KU.FF.KUG...K.GEEETTG B97 K98 C99 A99 G99 F99 T99 
13 4 9	..BB..CCC.U.AA.KUGFF.KUG...K.GEEE.TT B98 K98 A99 F99 
13 7 6	....BB.CCC..AA.KU..FFKUG...KUGEEETTG B96 K98 C99 U99 A99 G99 T99 
13 7 6	...KBBCCCK...AAKU...FFUG....UGEEETTG B96 K96 U99 G99 F99 T99 
13 7 6	....BB.CCC...AAKU.FF.KUG...KUGEEETTG B96 K98 C99 U99 G99 F99 T99 
13 7 6	...KBBCCCKU.AA.KU...FFUG.....GEEETTG B96 K96 A99 G99 F99 T99 
13 7 6	....BB.CCCU.AA.KU.FF.KUG...K.GEEETTG B96 K98 C99 A99 G99 F99 T99 
13 4 9	..BB...CCCU..AAKUG.FFKUG...K.GEEE.TT B98 K96 C99 
13 7 6	..BB...CCC...AAKU.FF.KUG...KUGEEETTG B98 K98 C99 U99 G99 F99 T99 
13 7 6	..BB...CCCU.AA.KU.FF.KUG...K.GEEETTG B98 K98 C99 A99 G99 F99 T99 
13 7 6	..BBU..CCCU..AAKU.FF.K.G...K.GEEETTG B98 K98 C99 U99 G99 F99 T99 
13 7 6	.BB....CCCU.AA.KU.FF.KUG...K.GEEETTG B99 K98 C99 A99 G99 F99 T99 
13 7 6	BB.....CCCU..AAKU.FF.KUG...K.GEEETTG B96 C99 K98 F99 G99 T99 
13 4 9	BB.K..CCCK.G.AAKUG.FF.UG....U.EEE.TT K94 U99 G99 
13 4 9	.BB...CCCK.G.AAKUG.FFKUG....U.EEE.TT B99 K99 U99 G99 
13 7 6	BB.....CCC..AA.KU..FFKUG...KUGEEETTG K98 C95 U99 A99 G99 T99 
13 7 6	.BB....CCC..AA.KU..FFKUG...KUGEEETTG B99 K98 C99 U99 A99 G99 T99 
13 4 9	BB....CCC.U.AA.KUG.FFKUG...K.GEEE.TT K98 A99 F98 
13 7 6	...BB....CCCAA.KU..FFKUG...KUGEEETTG B97 K98 C97 U99 A99 G99 T99 
13 4 9	..BB..CCCK.G.AAKUG.FFKUG....U.EEE.TT B98 K99 U99 G99 
13 7 6	....BB...CCCAA.KU..FFKUG...KUGEEETTG B96 K98 C97 U99 A99 G99 T99 
13 4 9	...BB.CCCK.G.AAKUG.FFKUG....U.EEE.TT B97 K99 U99 G99 
13 7 6	..BB....CCC.AA.KU..FFKUG...KUGEEETTG B98 K98 C98 U99 A99 G99 T99 
13 7 6	...BB...CCC.AA.KU..FFKUG...KUGEEETTG B97 K98 C98 U99 A99 G99 T99 
13 7 6	...BB...CCC..AAKU.FF.KUG...KUGEEETTG B97 K98 C98 U99 G99 F99 T99 
13 7 6	..BB....CCC..AAKU.FF.KUG...KUGEEETTG B98 K98 C98 U99 G99 F99 T99 
13 4 9	BB....CCC..G.AAKUG.FFKUG...KU.EEE.TT K96 U99 G99 
