9 0 9	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
16 7 9	....BB.CCC..AA.KUG.FFKUG...KUGEEETT. B96 K96 C99 U99 A99 T99 
16 7 9	BB..UG.CCCUG.AAKUG...KFF...K..EEE.TT K98 C99 U99 G98 F97 
16 7 9	.BB.U.CCCKU..AAKUGFF.K.G.....GEEETT. B99 K99 U99 G98 F99 T99 
16 7 9	....BB.CCCU.AA.KUGFF.KUG...K.GEEETT. B96 K96 C99 A99 F99 T99 
16 7 9	BB..UGCCCKUGAA.KUG...KFF......EEE.TT K99 U99 A99 G98 F97 
16 7 9	.BBK.GCCCK.GAA.KUGFF..U.....U.EEE.TT B99 K94 U99 A99 G98 F99 
16 7 9	.BB.....CCC..AAKUG.FFKUG...KUGEEETT. B99 K98 C98 U99 G98 T99 
16 7 9	..BBU.CCC.UGAA.KUGFF.K.G...K..EEETT. B98 K98 U99 A99 G99 F99 T99 
16 7 9	BB..UGCCC.UG.AAKUG...KFF...K...EEETT K98 U99 G98 F97 E99 
16 7 9	..BBUGCCC.UG.AAKUG...KFF...K..EEE.TT B98 K98 U99 G98 F97 
16 7 9	..BB..CCC..GAA.KUG.FFKUG...KU..EEETT B98 K98 U97 A99 G99 E99 
16 7 9	...BB.CCCK.G.AAKUG.FFKUG....U..EEETT B97 K99 U99 G99 F98 E99 
16 7 9	...BB.CCC.UG.AAKUG.FFKUG...K...EEETT B97 K98 G99 F98 E99 
16 7 9	..BBUGCCCKUGAA.KUG...KFF......EEETT. B98 K99 U99 A99 G98 F97 T99 
16 7 9	..BB.G..CCCG.AAKUGFF.KU....KU.EEETT. B98 K98 C98 U99 G98 F99 T99 
16 7 9	.BB...CCCK.G.AAKUGFF.KUG....U..EEETT B99 K99 U99 G97 F99 E99 
16 7 9	.BB.U..CCCUGAA.KUG.FFK.G...K..EEE.TT B99 K98 C99 U97 A99 G99 
16 7 9	..BB.G..CCCGAA.KUGFF.KU....KU.EEE.TT B98 K98 C98 U99 A99 G98 F99 
16 7 9	.BB..G.CCCUGAA.KUGFF.KU....K..EEE.TT B99 K96 C99 A99 G98 F99 
16 7 9	..BB..CCCK.GAA.KUGFF.KUG....U.EEETT. B98 K99 U99 A99 G99 F99 T99 
16 7 9	.BB....CCC.GAA.KUG.FFKUG...KU.EEE.TT B99 K96 C99 U99 A99 G99 
16 7 9	.BB.UGCCC.UGAA.KUGFF.K.....K..EEETT. B99 K98 U99 A99 G98 F99 T99 
16 7 9	..BBUG.CCCUGAA.KUG.FFK.....K..EEETT. B98 K98 C99 U99 A99 G98 T99 
16 7 9	..BBUGCCC.UGAA.KUGFF.K.....K..EEETT. B98 K98 U99 A99 G98 F99 T99 
16 7 9	.BB....CCC...AAKUGFF.KUG...KUG.EEETT B93 C99 K98 U99 F99 E99 
16 7 9	..BB....CCC.AA.KUG.FFKUG...KUGEEETT. B98 K96 C98 U99 A99 T99 
16 7 9	..BB.G..CCCG.AAKUGFF.KU....KU..EEETT B98 K98 C98 U99 G98 F99 E99 
16 7 9	.BB...CCC..GAA.KUGFF.KUG...KU.EEE.TT B99 K96 U99 A99 G99 F99 
16 7 9	.BB.UGCCCKUGAA.KUG...KFF......EEE.TT B99 K99 U99 A99 G98 F97 
16 7 9	.BB.....CCCGAA.KUGFF.KUG...KU.EEE.TT B99 K98 C98 U99 A99 G99 F99 
16 7 9	...BB....CCCAA.KUGFF.KUG...KUGEEE.TT B97 K96 C97 U99 A99 F99 
16 7 9	.BB....CCC.G.AAKUGFF.KUG...KU.EEETT. B99 K98 C99 U99 G99 F99 T99 
16 7 9	..BBUG.CCCUG.AAKUGFF.K.....K..EEETT. B98 K98 C99 U99 G98 F99 T99 
16 7 9	..BB...CCCUGAA.KUGFF.KUG...K...EEETT B98 K98 C99 A99 G99 F99 E99 
16 7 9	...BBGCCC..GAA.KUGFF.KU....KU.EEETT. B97 K98 U99 A99 G98 F99 T99 
16 7 9	...BBG..CCCG.AAKUGFF.KU....KU.EEETT. B97 K98 C98 U99 G98 F99 T99 
16 7 9	...BBGCCCK.G.AAKUGFF.KU.....U.EEE.TT B97 K95 U99 G98 F99 
16 7 9	...BBGCCC..GAA.KUG.FFKU....KU.EEETT. B97 K98 U99 A99 G96 T99 
16 7 9	..BBUGCCC.UGAA.KUGFF.K.....K..EEETT. B98 K98 U99 A99 G98 F99 T99 
16 7 9	...BB...CCCG.AAKUGFF.KUG...KU.EEETT. B97 K98 C98 U99 G99 F99 T99 
16 7 9	.BB....CCC.GAA.KUGFF.KUG...KU.EEE.TT B99 K98 C99 U99 A99 G99 F99 
16 7 9	BB...G.CCCUG.AAKUGFF.KU....K..EEETT. K98 C99 A98 G98 F99 T99 
16 7 9	....BB.CCCUGAA.KUGFF.KUG...K..EEETT. B96 K98 C99 A99 G99 F99 T99 
16 7 9	.BB..GCCC.UG.AAKUGFF.KU....K..EEETT. B97 K98 F99 G96 T99 
16 7 9	..BB.GCCCK.GAA.KUG.FFKU.....U.EEETT. B98 K99 U99 A99 G96 T99 
16 7 9	...BB.CCCKUGAA.KUGFF.KUG......EEETT. B95 K99 G99 A99 F99 T99 
16 7 9	.BBK..CCCK.GAA.KUG..FFUG....U.EEETT. B99 U99 A99 G97 F99 T99 
16 7 9	...BBGCCC..G.AAKUGFF.KU....KU.EEETT. B97 K98 U99 G96 F99 T99 
16 7 9	BB...GCCC..GAA.KUGFF.KU....KU.EEETT. K98 U99 A99 G96 F99 T99 
16 7 9	..BB.GCCC..GAA.KUG.FFKU....KU.EEETT. B98 K98 U99 A99 G96 T99 
16 7 9	..BB.GCCCKUG.AAKUGFF.KU.......EEETT. B98 K97 G96 F99 T99 
16 7 9	BB..UG.CCCUGAA.KUG.FFK.....K..EEETT. K98 C99 U99 A99 G96 T99 
16 7 9	....BB...CCCAA.KUG.FFKUG...KUGEEE.TT B96 K96 C97 U99 A99 
16 7 9	.BB..GCCC..GAA.KUG.FFKU....KU.EEETT. B99 K98 U99 A99 G96 T99 
16 7 9	.BB..GCCC..G.AAKUGFF.KU....KU.EEETT. B99 K98 U99 G96 F99 T99 
16 7 9	.BB...CCCKUGAA.KUG.FFKUG......EEE.TT B99 K95 U98 A99 G99 
16 7 9	.BB.U.CCC.U.AA.KUGFF.K.G...K.GEEE.TT B99 K98 U99 A99 G96 F99 
16 7 9	BB.....CCC..AA.KUG.FFKUG...KUGEEETT. K98 C99 U99 A99 G98 T99 
16 7 9	.BB....CCC.GAA.KUGFF.KUG...KU.EEE.TT B99 K98 C99 U99 A99 G99 F99 
16 7 9	....BB.CCCUGAA.KUGFF.KUG...K...EEETT B96 K98 C99 A99 G99 F99 E99 
16 7 9	....BB..CCCG.AAKUGFF.KUG...KU..EEETT B96 K98 C98 U99 G99 F99 E99 
16 7 9	..BBU..CCCUG.AAKUGFF.K.G...K..EEETT. B98 K98 C99 U99 G99 F99 T99 
16 7 9	.BB....CCCUGAA.KUGFF.KUG...K...EEETT B99 K98 C99 A99 G99 F99 E99 
16 7 9	...BB..CCC.GAA.KUG.FFKUG...KU.EEETT. B97 K98 C99 U99 A99 G99 T99 
16 7 9	.BB.UGCCC.UGAA.KUG...KFF...K..EEE.TT B99 K98 U99 A99 G98 F95 
16 7 9	....BBCCCK...AAKUGFF.KUG....UGEEETT. B96 K99 U99 G98 F99 T99 
16 7 9	.BB.UGCCC.UG.AAKUGFF.K.....K...EEETT B99 K98 U99 G98 F99 E99 
16 7 9	....BB..CCC..AAKUGFF.KUG...KUGEEETT. B96 K98 C98 U99 F99 T99 
16 7 9	..BBUGCCCKUGAA.KUG...KFF.......EEETT B98 K99 U99 A99 G98 F97 E99 
16 7 9	....BBCCC..GAA.KUGFF.KUG...KU..EEETT B96 K98 U99 A99 G99 F99 E99 
16 7 9	..BB..CCC.UGAA.KUGFF.KUG...K...EEETT B98 K98 A99 G99 F99 E99 
16 7 9	...BB..CCCUGAA.KUG.FFKUG...K..EEE.TT B97 K98 C99 U98 A99 G99 
16 7 9	..BB..CCC.UG.AAKUGFF.KUG...K..EEETT. B98 K98 G97 F99 T99 
16 7 9	..BB.GCCCK.GAA.KUG.FFKU.....U..EEETT B98 K97 U99 A99 G98 E99 
16 7 9	BB...GCCCK.GAA.KUGFF.KU.....U.EEE.TT K95 U97 A99 G98 F99 
16 7 9	..BB...CCCU.AA.KUGFF.KUG...K.GEEETT. B96 C99 A99 K98 F99 T99 
16 7 9	.BB.UGCCC.UG.AAKUG...KFF...K..EEE.TT B99 K98 U99 G98 F97 E98 
16 7 9	.BB.UGCCCKUG.AAKUG...KFF......EEETT. B99 K99 U99 G98 F97 T99 
16 7 9	..BB..CCC..GAA.KUGFF.KUG...KU.EEE.TT B98 K96 U99 A99 G99 F99 
16 7 9	....BB.CCC..AA.KUGFF.KUG...KUGEEE.TT B96 K96 C99 U99 A99 F99 
16 7 9	.BB.U.CCC.UGAA.KUGFF.K.G...K..EEETT. B99 K98 U99 A99 G99 F99 T99 
16 7 9	..BBUGCCC.UGAA.KUGFF.K.....K...EEETT B98 K98 U99 A99 G98 F99 E99 
16 7 9	.BB.UGCCC.UGAA.KUGFF.K.....K..EEE.TT B99 K96 U99 A99 G98 F99 
16 7 9	....BB..CCCGAA.KUG.FFKUG...KU.EEETT. B96 K98 C98 U99 A99 G99 T99 
16 7 9	..BB...CCC.GAA.KUG.FFKUG...KU.EEETT. B98 K98 C99 U99 A99 G99 T99 
16 7 9	BB...G..CCCGAA.KUGFF.KU....KU.EEETT. K98 C98 U99 A99 G98 F99 T99 
16 7 9	..BB.G.CCCUG.AAKUGFF.KU....K..EEE.TT B98 K96 C99 G98 F99 
16 7 9	....BB.CCC.GAA.KUG.FFKUG...KU.EEETT. B96 K98 C99 U99 A99 G99 T99 
16 7 9	..BB..CCCK.GAA.KUGFF.KUG....U.EEETT. B98 K99 U99 A99 G99 F99 T99 
16 7 9	...BB.CCCK.GAA.KUGFF.KUG....U..EEETT B97 K99 U99 A99 G99 F99 E99 
16 7 9	.BB.....CCC..AAKUG.FFKUG...KUG.EEETT B99 K98 C98 U99 G98 E99 
16 7 9	.BB...CCC..GAA.KUGFF.KUG...KU.EEETT. B99 K98 U99 A99 G99 F99 T99 
16 7 9	...BB..CCC.GAA.KUG.FFKUG...KU.EEETT. B97 K98 C99 U99 A99 G99 T99 
16 7 9	...BB..CCCU..AAKUG.FFKUG...K.GEEE.TT B97 K98 C99 G98 T98 
16 7 9	...BB.CCC..GAA.KUGFF.KUG...KU.EEETT. B97 K98 U99 A99 G99 F99 T99 
16 7 9	....BB.CCC.G.AAKUGFF.KUG...KU.EEETT. B96 K98 C99 U99 G99 F99 T99 
16 7 9	....BB.CCC...AAKUG.FFKUG...KUGEEETT. B96 K98 C99 U99 G98 T99 
16 7 9	..BBU..CCCU..AAKUGFF.K.G...K.GEEETT. B98 K98 C99 U97 F99 T99 
16 7 9	BB...G..CCCG.AAKUG.FFKU....KU.EEETT. K98 C98 U99 A98 G98 T99 
16 7 9	.BB..G.CCC.GAA.KUG.FFKU....KU.EEE.TT B99 K96 C99 U99 A99 G98 
16 7 9	...BB.CCC..GAA.KUG.FFKUG...KU..EEETT B97 K98 U99 A99 G99 E99 
16 7 9	...BBG.CCC.GAA.KUGFF.KU....KU.EEE.TT B97 K98 C99 U99 A99 G98 F99 
16 7 9	.BBK..CCCKUGAA.KUG.FF.UG......EEE.TT B99 K96 U98 A99 G99 
16 7 9	....BB...CCCAA.KUGFF.KUG...KUG.EEETT B96 K98 C97 U99 A99 F99 E99 
16 7 9	...KBBCCCKUG.AAKUGFF..UG......EEETT. B96 K98 G97 F99 T99 
16 7 9	....BBCCCK.GAA.KUGFF.KUG....U..EEETT B96 K99 U99 A99 G99 F99 E99 
16 7 9	...BB....CCCAA.KUGFF.KUG...KUGEEETT. B97 K98 C97 U99 A99 F99 T99 
16 7 9	BB....CCCK..AA.KUGFF.KUG....UG.EEETT K99 U99 A99 G98 F99 E99 
16 7 9	.BB.U..CCCUG.AAKUG.FFK.G...K..EEE.TT B99 K96 C99 U99 G97 
16 7 9	...KBBCCCK.GAA.KUG.FF.UG....U..EEETT B96 K98 U99 A99 G99 E99 
16 7 9	BB...G..CCCGAA.KUGFF.KU....KU..EEETT K98 C98 U99 A99 G98 F99 E99 
16 7 9	.BB..G.CCC.GAA.KUG.FFKU....KU.EEETT. B99 K98 C99 U99 A99 G98 T99 
16 7 9	..BB...CCCUGAA.KUGFF.KUG...K..EEETT. B98 K98 C99 A99 G99 F99 T99 
16 7 9	..BB.....CCCAA.KUGFF.KUG...KUGEEETT. B98 K98 C97 U99 A99 F99 T99 
16 7 9	....BBCCCKUGAA.KUGFF.KUG......EEETT. B96 K99 A99 G97 F99 T99 
16 7 9	....BB.CCC..AA.KUGFF.KUG...KUGEEETT. B96 K98 C99 U99 A99 F99 T99 
16 7 9	....BBCCCK.G.AAKUGFF.KUG....U.EEETT. B96 K99 U99 G97 F99 T99 
16 7 9	.BB..G..CCCG.AAKUG.FFKU....KU.EEE.TT B99 K96 C98 U99 G98 
16 7 9	....BBCCC..GAA.KUGFF.KUG...KU.EEE.TT B96 K96 U99 A99 G99 F99 
16 7 9	.BB.UGCCCKUGAA.KUG.FFK.........EEETT B99 K99 U99 A99 G98 E99 
16 7 9	....BB.CCC.GAA.KUG.FFKUG...KU.EEE.TT B96 K96 C99 U99 A99 G99 
16 7 9	.BB....CCCUGAA.KUGFF.KUG...K..EEE.TT B99 K96 C99 A99 G99 F99 
16 7 9	...BB..CCC.GAA.KUG.FFKUG...KU.EEE.TT B97 K96 C99 U99 A99 G99 
16 7 9	..BBU..CCCUGAA.KUGFF.K.G...K..EEE.TT B98 K98 C99 U99 A99 G99 F99 
16 7 9	...KBBCCCK...AAKUG.FF.UG....UG.EEETT B96 K98 U99 G98 E99 
16 7 9	....BB..CCCG.AAKUGFF.KUG...KU.EEE.TT B96 K98 C98 U99 G99 F99 
16 7 9	BB......CCCGAA.KUGFF.KUG...KU..EEETT K98 C98 U99 A99 G99 F99 E99 
16 7 9	.BB.....CCC.AA.KUGFF.KUG...KUG.EEETT B99 K98 C98 U99 A99 F99 E99 
16 7 9	..BB....CCCGAA.KUG.FFKUG...KU.EEE.TT B98 K96 C98 U99 A99 G99 
16 7 9	BB...G.CCC.G.AAKUG.FFKU....KU.EEETT. K98 C99 U99 A98 G98 T99 
16 7 9	.BB.....CCCGAA.KUG.FFKUG...KU..EEETT B99 K98 C98 U99 A99 G99 E99 
16 7 9	..BB..CCCKU..AAKUGFF.KUG.....G.EEETT B98 K95 A98 F99 E99 
16 7 9	....BB..CCCGAA.KUG.FFKUG...KU..EEETT B96 K98 C98 U99 A99 G99 E99 
16 7 9	..BB...CCCUGAA.KUG.FFKUG...K...EEETT B94 C99 G99 A99 K98 E99 
16 7 9	.BB.UGCCCKUGAA.KUG...KFF......EEETT. B99 K99 U99 A99 G98 F97 T99 
16 7 9	.BB....CCC.GAA.KUG.FFKUG...KU.EEETT. B99 K98 C99 U99 A99 G99 T99 
16 7 9	...BB..CCC.GAA.KUGFF.KUG...KU.EEE.TT B97 K98 C99 U99 A99 G99 F99 
16 7 9	..BB...CCCUGAA.KUGFF.KUG...K..EEE.TT B96 C99 G99 A99 K98 F99 
16 7 9	.BB..G..CCCG.AAKUGFF.KU....KU..EEETT B99 K98 C98 U99 G98 F99 E99 
16 7 9	..BBU..CCCU.AA.KUGFF.K.G...K.GEEE.TT B98 K96 C99 U99 A99 F99 
16 7 9	..BB..CCCK...AAKUG.FFKUG....UGEEE.TT B98 K95 U99 G96 
16 7 9	..BB.G..CCCGAA.KUG.FFKU....KU.EEE.TT B98 K98 C98 U99 A99 G98 
16 7 9	.BB.....CCCG.AAKUGFF.KUG...KU..EEETT B99 K98 C98 U99 G99 F99 E99 
16 7 9	BB.....CCCU.AA.KUG.FFKUG...K.GEEETT. K98 C99 A99 G96 T99 
16 7 9	...BB..CCC..AA.KUGFF.KUG...KUG.EEETT B97 K98 C99 U99 A99 F99 E99 
16 7 9	...BBG..CCCGAA.KUG.FFKU....KU.EEE.TT B97 K96 C98 U99 A99 G98 
16 7 9	..BB.....CCC.AAKUGFF.KUG...KUG.EEETT B98 K98 C97 U99 F99 E99 
16 7 9	BB...GCCCKUGAA.KUGFF.KU.......EEETT. B94 G98 K99 A99 F99 T99 
16 7 9	...BBGCCC..GAA.KUG.FFKU....KU..EEETT B97 K98 U99 A99 G98 E99 
16 7 9	..BBU..CCCUG.AAKUGFF.K.G...K..EEE.TT B98 K96 C99 U99 G99 F99 
16 7 9	.BB..G..CCCGAA.KUG.FFKU....KU..EEETT B99 K98 C98 U99 A99 G98 E99 
16 7 9	..BB...CCC.G.AAKUGFF.KUG...KU.EEETT. B98 K98 C99 U99 G99 F99 T99 
16 7 9	..BB....CCC.AA.KUGFF.KUG...KUGEEE.TT B94 C98 A99 K98 U99 F99 
14 8 6	..BB....CCC.AA..UGFF.KUG...KUGEEEKTT B94 C98 A99 K97 U99 F99 
16 7 9	..BBUGCCC.UG.AAKUG.FFK.....K..EEE.TT B98 K96 U99 A98 G98 
16 7 9	.BB.....CCCG.AAKUGFF.KUG...KU.EEETT. B99 K98 C98 U99 G99 F99 T99 
16 10 6	..BBUG.CCCUGAA..UG...KFF...K..EEEKTT B96 U99 G98 C99 A99 K97 F97 
16 7 9	....BBCCCK.G.AAKUGFF.KUG....U..EEETT B96 K95 U99 G99 F99 E99 
16 7 9	.BB.UGCCCKUG.AAKUGFF.K........EEETT. B99 K99 U99 G96 F99 T99 
16 7 9	.BBKUGCCCKUGAA.KUG.FF..........EEETT B99 U99 A99 G98 F96 E99 
16 7 9	...BB.CCCK.GAA.KUGFF.KUG....U.EEETT. B97 K99 U99 A99 G99 F99 T99 
16 7 9	....BBCCC..GAA.KUG.FFKUG...KU.EEE.TT B96 K96 U99 A99 G99 
16 7 9	.BB.UG.CCCUGAA.KUGFF.K.....K..EEE.TT B99 K98 C99 U99 A99 G98 F99 
16 7 9	.BB...CCC...AA.KUG.FFKUG...KUGEEETT. B99 K98 U99 A99 G98 T99 
16 7 9	.BBK..CCCK.GAA.KUGFF..UG....U.EEE.TT B99 K94 U99 A99 G99 F99 
16 7 9	BB....CCC.UGAA.KUG.FFKUG...K..EEETT. K98 U98 A99 G97 T99 
16 7 9	..BBUGCCCKUG.AAKUGFF.K........EEETT. B98 K99 U99 G96 F99 T99 
16 7 9	BB..UG.CCCUGAA.KUG...KFF...K...EEETT K98 C99 U99 A99 G98 F97 E99 
16 7 9	..BB..CCCKU..AAKUGFF.KUG.....GEEETT. B98 K97 G98 F99 T99 
16 7 9	...KBBCCCKU.AA.KUG.FF.UG.....G.EEETT B96 K98 A99 F98 E99 
16 7 9	..BBUGCCC.UGAA.KUG...KFF...K..EEETT. B98 K98 U99 A99 G98 F97 T99 
16 7 9	.BB.UGCCCKUGAA.KUG...KFF.......EEETT B99 K99 U99 A99 G98 F97 E99 
16 7 9	..BBUGCCCKUG.AAKUG...KFF.......EEETT B98 K99 U99 G98 F97 E99 
16 7 9	.BB.U.CCC.UG.AAKUGFF.K.G...K..EEETT. B99 K98 U99 G97 F99 T99 
16 7 9	..BB..CCCK..AA.KUG.FFKUG....UGEEETT. B98 K99 U99 A99 G98 T99 
16 7 9	BB..UGCCCKUGAA.KUG...KFF......EEETT. K97 U99 A99 G98 F97 T99 
16 7 9	.BB.....CCC.AA.KUG.FFKUG...KUGEEE.TT B99 K96 C98 U99 A97 
16 7 9	....BBCCCKU.AA.KUGFF.KUG.....GEEETT. B96 K99 A99 G98 F99 T99 
16 7 9	BB..UGCCCKUGAA.KUGFF.K........EEETT. K99 U99 A99 G98 F95 T99 
16 7 9	BB...G.CCCUGAA.KUGFF.KU....K..EEETT. K98 C99 A99 G96 F99 T99 
16 7 9	..BBUG.CCCUG.AAKUG...KFF...K..EEETT. B98 K98 C99 U99 G98 F97 T99 
16 7 9	.BB..GCCCK.GAA.KUGFF.KU.....U.EEE.TT B99 K95 U99 A99 G98 F99 
16 7 9	...BB..CCCUGAA.KUGFF.KUG...K..EEETT. B97 K98 C99 A99 G99 F99 T99 
16 7 9	...BB..CCC...AAKUG.FFKUG...KUGEEETT. B97 K98 C99 U99 G98 T99 
16 7 9	...BB..CCC.G.AAKUG.FFKUG...KU.EEETT. B97 K98 C99 U99 G97 T99 
16 7 9	.BB...CCC.U.AA.KUG.FFKUG...K.G.EEETT B97 U98 A99 K98 E99 
16 7 9	.BB....CCC.G.AAKUG.FFKUG...KU.EEETT. B99 K98 C99 U99 G97 T99 
16 7 9	...BB.CCC..G.AAKUGFF.KUG...KU..EEETT B97 K98 U99 G99 F97 E99 
16 7 9	.BB....CCC...AAKUG.FFKUG...KUGEEETT. B99 K98 C99 U99 G98 T99 
16 7 9	..BB...CCCU.AA.KUG.FFKUG...K.GEEETT. B98 K98 C99 A99 G98 T99 
16 7 9	...KBBCCCKUGAA.KUG..FFUG.......EEETT B96 K94 A99 G99 F99 E99 
16 7 9	...KBBCCCKU.AA.KUGFF..UG.....GEEETT. B96 K94 A99 F97 T99 
16 7 9	..BBU.CCCKU..AAKUGFF.K.G.....GEEETT. B98 K99 U99 G98 F99 T99 
16 7 9	..BB.G..CCCG.AAKUG.FFKU....KU.EEE.TT B98 K96 C98 U99 G98 
16 7 9	...BBGCCC.UGAA.KUGFF.KU....K..EEETT. B97 K98 A99 G96 F99 T99 
16 7 9	BB..U..CCCU..AAKUGFF.K.G...K.GEEETT. K98 C99 U99 G98 F99 T99 
16 7 9	..BB.G.CCC.GAA.KUG.FFKU....KU..EEETT B98 K98 C99 U99 A99 G98 E99 
16 7 9	....BB.CCCU..AAKUGFF.KUG...K.GEEETT. B96 K98 C99 G98 F99 T99 
16 7 9	..BBU.CCC.UG.AAKUGFF.K.G...K..EEETT. B98 K98 U99 G97 F99 T99 
16 7 9	..BBU.CCC.U..AAKUGFF.K.G...K.GEEETT. B98 K98 U99 G98 F99 T99 
16 7 9	..BB.....CCCAA.KUGFF.KUG...KUGEEE.TT B98 K96 C97 U99 A99 F99 
16 7 9	...KBBCCCKU..AAKUG..FFUG.....GEEETT. B96 K96 G98 F99 T99 
16 7 9	.BB...CCCK.GAA.KUGFF.KUG....U.EEE.TT B99 K95 U99 A99 G99 F99 
16 7 9	..BB.GCCCKUGAA.KUGFF.KU.......EEETT. B98 K99 A99 G98 F99 T99 
16 7 9	..BB..CCC..GAA.KUGFF.KUG...KU.EEETT. B98 K98 U99 A99 G99 F99 T99 
16 7 9	.BB.U.CCCKUGAA.KUG.FFK.G......EEETT. B99 K97 U99 A99 G99 T99 
16 7 9	..BB...CCCUG.AAKUGFF.KUG...K..EEETT. B98 K98 C99 G97 F99 T99 
16 7 9	.BB....CCCU.AA.KUG.FFKUG...K.GEEETT. B99 K98 C99 A99 G98 T99 
16 7 9	..BBU..CCCUGAA.KUG.FFK.G...K..EEETT. B98 K98 C99 U99 A99 G99 T99 
16 7 9	..BBU..CCCU.AA.KUGFF.K.G...K.GEEETT. B98 K98 C99 U99 A99 F99 T99 
16 7 9	....BBCCC.UG.AAKUG.FFKUG...K..EEETT. B96 K98 C98 G97 T99 
16 7 9	.BB....CCCUGAA.KUGFF.KUG...K..EEETT. B99 K98 C99 A99 G99 F99 T99 
16 7 9	.BB.UG.CCCUGAA.KUG.FFK.....K..EEE.TT B99 K96 C99 U99 A99 G98 
16 7 9	...BB...CCC..AAKUG.FFKUG...KUGEEETT. B97 K98 C98 U99 G98 T99 
16 7 9	.BB...CCC.UGAA.KUG.FFKUG...K..EEE.TT B99 K96 U98 A99 G99 
16 7 9	.BB...CCCK.GAA.KUG.FFKUG....U.EEE.TT B99 K95 U97 A99 G99 
16 7 9	.BB...CCC..GAA.KUG.FFKUG...KU.EEE.TT B99 K96 U97 A99 G99 
16 7 9	..BB....CCCG.AAKUG.FFKUG...KU.EEETT. B98 K98 C98 U99 G97 T99 
16 7 9	.BB.U.CCC.UGAA.KUGFF.K.G...K..EEE.TT B99 K96 U99 A99 G99 F99 
16 7 9	...BB.CCC..G.AAKUG.FFKUG...KU..EEETT B97 K98 U99 G97 E99 
16 7 9	..BB....CCC..AAKUG.FFKUG...KUGEEETT. B98 K98 C98 U99 G98 T99 
16 7 9	.BB...CCCKUGAA.KUGFF.KUG......EEETT. B99 K99 A99 G97 F99 T99 
16 7 9	BB..U..CCCUG.AAKUGFF.K.G...K..EEETT. K98 C99 U99 G97 F99 T99 
16 7 9	..BBUGCCC.UGAA.KUGFF.K.....K..EEE.TT B98 K96 U99 A99 G98 F99 
16 7 9	..BBUG.CCCUGAA.KUGFF.K.....K..EEE.TT B98 K98 C99 U99 A99 G98 F99 
16 7 9	.BB...CCC.U.AA.KUGFF.KUG...K.GEEE.TT B99 K96 U98 A99 F99 
16 7 9	..BB.GCCC..G.AAKUGFF.KU....KU.EEETT. B98 K98 U99 G96 F99 T99 
16 7 9	...BBG.CCC.GAA.KUG.FFKU....KU.EEETT. B97 K98 C99 U99 A99 G98 T99 
16 7 9	.BB.....CCCGAA.KUGFF.KUG...KU.EEE.TT B99 K98 C98 U99 A99 G99 F99 
16 7 9	..BB.GCCCK.G.AAKUG.FFKU.....U.EEE.TT B98 K95 C98 U99 G98 
16 7 9	.BB.UGCCCKUGAA.KUGFF.K........EEE.TT B99 K95 U99 A99 G98 F99 
16 7 9	..BB.G.CCCUGAA.KUGFF.KU....K..EEETT. B98 K98 C99 A99 G98 F99 T99 
16 7 9	..BB.GCCC..GAA.KUGFF.KU....KU.EEETT. B98 K98 U99 A99 G98 F99 T99 
16 7 9	BB...G.CCC.GAA.KUGFF.KU....KU.EEE.TT K96 C99 U99 A99 G98 F99 
16 7 9	.BB.....CCCG.AAKUGFF.KUG...KU.EEETT. B99 K98 C98 U99 G99 F99 T99 
16 7 9	..BB.GCCC..GAA.KUGFF.KU....KU.EEE.TT B98 K96 U99 A99 G98 F99 
16 7 9	..BBUGCCCKUGAA.KUG.FFK........EEETT. B98 K99 U99 A99 G96 T99 
16 7 9	.BBK.GCCCK.GAA.KUG..FFU.....U.EEETT. B99 U99 A99 G96 F99 T99 
16 7 9	..BB.G.CCC.G.AAKUG.FFKU....KU..EEETT B98 K98 C99 U97 G98 E99 
16 7 9	...BB..CCCU.AA.KUGFF.KUG...K.GEEETT. B95 C99 A99 K98 F99 T99 
16 7 9	BB...GCCC..GAA.KUG.FFKU....KU..EEETT K98 C96 U99 A99 G98 E99 
16 7 9	...KBBCCCKUGAA.KUGFF..UG......EEETT. B96 K98 A99 G99 F99 T99 
16 7 9	BB...G.CCCUG.AAKUGFF.KU....K..EEETT. K98 C99 A98 G98 F99 T99 
16 7 9	....BB.CCCUGAA.KUGFF.KUG...K..EEETT. B96 K98 C99 A99 G99 F99 T99 
16 7 9	..BB...CCCUGAA.KUGFF.KUG...K..EEETT. B98 K98 C99 A99 G99 F99 T99 
16 7 9	...BBG.CCC.GAA.KUG.FFKU....KU.EEE.TT B97 K96 C99 U99 A99 G98 
16 7 9	....BB.CCCUGAA.KUGFF.KUG...K..EEETT. B96 K98 C99 A99 G99 F99 T99 
16 7 9	....BBCCC.UG.AAKUGFF.KUG...K..EEETT. B96 K98 G97 F99 T99 
16 7 9	....BB...CCCAA.KUG.FFKUG...KUGEEETT. B96 K98 C97 U99 A99 T99 
16 7 9	.BB......CCCAA.KUGFF.KUG...KUGEEETT. B99 K98 C97 U99 A99 F99 T99 
16 7 9	BB......CCCGAA.KUG.FFKUG...KU.EEE.TT K96 C98 U99 A97 G99 
16 7 9	...BB.CCCKUGAA.KUGFF.KUG......EEETT. B95 K99 G99 A99 F99 T99 
16 7 9	....BBCCC..G.AAKUGFF.KUG...KU.EEETT. B96 K98 U99 G97 F99 T99 
