3 0 3	JJJ.PSFF..PSHAADPUH.NDLUBINDLOBINGGO 
15 12 3	HJJJPSH.FFPSAAN.PUBIND.UBINDLOGG.DLO J99 F98 H98 A99 D99 N97 L99 B99 I99 G97 
15 11 4	HJJJ.SHFFDPSAANDPUBINDPUBIN.LOGG..LO J99 P99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
15 11 4	H.JJJSHFFDPSAANDPU.INDPUBIN.LOBGG.LO J98 P99 F99 H98 A99 D99 N99 L99 I99 G98 
15 12 3	JJJ.PSHFF.PSHAADPUBINDLUBINDLOGGN..O J98 H97 F99 A98 B99 I99 N98 G97 
15 11 4	H.JJJSH.FFPSAANDPUBINDPUBINDLOGG..LO J98 P99 F98 H98 A99 N99 L99 B99 I99 G97 
15 11 4	H.JJJSHFFDPSAANDPUB.NDPUBIN.LO.IGGLO J98 P99 F99 H98 A99 D99 N99 L99 B99 G99 
15 12 3	HJJJPSHFFDPSBAADPUBINDLU.IN.LOGGN..O J99 F99 H98 A98 D99 N98 B98 I99 G97 
15 11 4	HJJJ.SHFFDPSAANDPUBINDPUBIN.LO..GGLO J99 P99 F99 H98 A99 D99 N99 L99 B99 I99 G99 
15 12 3	H.JJJSH.FFPSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A99 N98 L99 B99 I99 G97 
15 12 3	.JJJPSHFFDPSHAADPUBINDLUBIN.LOGGN..O H97 J99 F99 D99 A98 B99 I99 N98 G97 
15 11 4	HJJJ.SHFFDPSAANDPUBINDPUBIN.LO.GG.LO J99 P99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
15 12 3	HJJJ.SH.FFPS.AADPUBINDPUBINDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B99 I99 G97 
15 12 3	HJJJPSHFFDPS.AADPUBIND.UBIN.LOGGN.LO J99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
15 11 4	HJJJ.SHFFDPSAANDPU..NDPUBIN.LOBIGGLO J99 P99 F99 H98 A99 D99 N99 L99 B98 G99 
15 12 3	HJJJPSHFF.PSBAADPUBIND.U.INDLOGGN.LO J99 F99 H98 A98 N98 L99 B98 I99 G97 
15 13 2	HJJJPSHFF.PSBAA.PUBIND.U.INDLOGGNDLO J99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
15 12 3	HJJJPSH.FFPSBAADPUBIND.U.INDLOGGN.LO J99 F98 H98 A98 N98 L99 B98 I99 G97 
15 12 3	.JJJPSHFF.PSHAADPUBIND.UBINDLOGGN.LO H97 J99 F99 A98 B99 I99 N98 L99 G97 
15 13 2	.JJJPSHIFFPSHIAAPUB.NDLUB.NDLOGGND.O H97 J99 F98 A97 B99 I97 N98 D99 G97 
15 13 2	.JJJPSHFF.PSHAA.PUBIND.UBINDLOGGNDLO H97 J99 F99 A98 B99 I99 N98 D99 L99 G97 
15 11 4	H.JJJSH.FFPSAANDPUBINDPUBINDLO.GG.LO J98 P99 F98 H98 A99 N99 L99 B99 I99 G98 
15 11 4	H.JJJSHFF.PSAANDPUBINDPUBINDLO..GGLO J98 P99 F99 H98 A99 N99 L99 B99 I99 G99 
15 12 3	.JJJPSH.FFPSHAADPUBIND.UBINDLOGGN.LO H97 J99 F98 A98 B99 I99 N98 L99 G97 
15 13 2	.JJJPSH.FFPSHAA.PUBIND.UBINDLOGGNDLO H97 J99 F98 A98 B99 I99 N98 D99 L99 G97 
15 13 2	HJJJPSH.FFPS.IAAPUBIND.UB.NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
15 13 2	.JJJPSH.FFPSH.AAPUBIND.UBINDLOGGNDLO H97 J99 F98 A97 B99 I99 N98 D99 L99 G97 
15 12 3	H.JJJSH.FFPSAAN.PUBINDPUBINDLO.GGDLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G98 
15 13 2	HJJJPSH.FFPSB.AAPUBIND.U.INDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
15 11 4	H.JJJSHFF.PSAANDPUBINDPUBINDLO.GG.LO J98 P99 F99 H98 A99 N99 L99 B99 I99 G98 
15 13 2	HJJJPSHIFFPSBIAAPUB.NDLU..NDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I97 G97 
15 12 3	HJJJ.SHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
15 11 4	H.JJJSHFF.PSAANDPUBINDPUBINDLOGG..LO J98 P99 F99 H98 A99 N99 L99 B99 I99 G97 
15 11 4	H.JJJSHFFDPSAANDPU..NDPUBIN.LOBIGGLO J98 P99 F97 H98 A99 D99 N99 L99 G99 
15 13 2	H.JJJSH.FFPSAA..PUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A99 D99 N98 L99 B99 I99 G97 
15 13 2	HJJJPSHFF.PSBIAAPUBINDLU..NDLOGGND.O J99 F99 H98 A97 D99 N98 B98 I98 G97 
15 12 3	HJJJ.SHFF.PS.AADPUBINDPUBINDLOGGN.LO J99 P99 F99 H98 A98 N98 L99 B99 I99 G97 
15 12 3	H.JJJSHFF.PSAAN.PUBINDPUBINDLO.GGDLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
15 13 2	HJJJPSHFF.PSB.AAPUBIND.U.INDLOGGNDLO J99 F99 H98 A97 D99 N98 L99 B98 I99 G97 
15 13 2	HJJJPSHFF.PS.IAAPUBIND.UB.NDLOGGNDLO J99 F99 H98 A97 D99 N98 L99 B99 I98 G97 
15 12 3	HJJJPSHFFDPSAA.DPUBIND.UBIN.LOGGN.LO J99 F99 H98 A99 D97 N98 L99 B99 I99 G97 
15 13 2	HJJJPSHIFFPS.IAAPUB.ND.UB.NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
15 13 2	HJJJPSH.FFPSBAA.PUBIND.U.INDLOGGNDLO J99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
15 13 2	HJJJ.SHFF.PS.AA.PUBINDPUBINDLOGGNDLO J99 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
15 13 2	H.JJJSHFF.PSAA..PUBINDPUBINDLOGGNDLO J98 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
15 13 2	HJJJ.SH.FFPS.AA.PUBINDPUBINDLOGGNDLO J99 P99 F98 H98 A98 D99 N98 L99 B99 I99 G97 
15 11 4	H.JJJSH.FFPSAANDPUBINDPUBINDLO..GGLO J98 P99 F98 H98 A99 N99 L99 B99 I99 G99 
15 12 3	JJJ.PSH.FFPSHAADPUBINDLUBINDLOGGN..O J98 H97 F98 A98 B99 I99 N98 G97 
15 11 4	H.JJJSHFFDPSAANDPU.INDPUBIN.LOB.GGLO J98 P99 F99 H98 A99 D99 N99 L99 I99 G99 
15 12 3	H.JJJSH.FFPSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G97 
15 13 2	JJJ.PSHFF.PSHAA.PUBINDLUBINDLOGGND.O J98 H97 F99 A98 B99 I99 N98 D99 G97 
15 13 2	HJJJ.SH.FFPS..AAPUBINDPUBINDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I99 G97 
15 13 2	HJJJ.SHFF.PS..AAPUBINDPUBINDLOGGNDLO J99 P99 F99 H98 A97 D99 N98 L99 B99 I99 G97 
15 13 2	.JJJPSHFF.PSH.AAPUBIND.UBINDLOGGNDLO H97 J99 F99 A97 B99 I99 N98 D99 L99 G97 
15 12 3	H.JJJSHFF.PSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
15 12 3	H.JJJSHFF.PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F99 H98 A99 N98 L99 B99 I99 G97 
15 13 2	.JJJPSH.FFPSHIAAPUBINDLUB.NDLOGGND.O H97 J99 F98 I98 A97 B99 N98 D99 G97 
15 13 2	JJJ.PSHFF.PSH.AAPUBINDLUBINDLOGGND.O J98 H97 F99 A97 B99 I99 N98 D99 G97 
15 13 2	HJJJPSH.FFPSBIAAPUBINDLU..NDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I98 G97 
15 13 2	JJJ.PSH.FFPSHAA.PUBINDLUBINDLOGGND.O J98 H97 F98 A98 B99 I99 N98 D99 G97 
15 13 2	.JJJPSHFF.PSHIAAPUBINDLUB.NDLOGGND.O H97 J99 F99 A97 B99 I98 N98 D99 G97 
15 13 2	JJJ.PSH.FFPSH.AAPUBINDLUBINDLOGGND.O J98 H97 F98 A97 B99 I99 N98 D99 G97 
16 12 4	H.JJJSHFFDPSAANDPUBINDPUBIN.LOGG..LO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
16 13 3	JJJ.PSHFF.PSHAADPUBIND.UBINDLOGGN.LO J98 H97 F99 A98 B99 I99 N98 L99 G97 
16 13 3	HJJJ.SH.FFPSBAADPUBINDPU.INDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B98 I99 G97 
16 14 2	HJJJPSHIFFPSBIAAPUB.ND.U..NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
16 14 2	H.JJJSHFF.PS.AA.PUBINDPUBINDLOGGNDLO J98 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
16 14 2	H.JJJSH.FFPS..AAPUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I99 G97 
16 14 2	JJJ.PSH.FFPSHAA.PUBIND.UBINDLOGGNDLO J98 H97 F98 A98 B99 I99 N98 D99 L99 G97 
16 12 4	H.JJJSHFFDPSAANDPUBINDPUBIN.LO.GG.LO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
16 13 3	JJJDPSHFFDPSHAADPUBIN.LUBIN.LOGGN..O J98 H97 F99 A98 D98 B99 I99 N98 G97 
16 12 4	H.JJJSHFFDPSAANDPUBINDPUBIN.LO..GGLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G99 
16 13 3	JJJ.PSHFFDPSHAADPUBINDLUBIN.LOGGN..O J98 H97 F99 A98 D99 B99 I99 N98 G97 
16 13 3	HJJJ.SHFFDPS.AADPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
16 14 2	.JJJPSHIFFPSHIAAPUB.ND.UB.NDLOGGNDLO H97 J99 F98 A97 B99 I97 N98 D99 L99 G97 
16 14 2	HJJJ.SHFF.PSBAA.PUBINDPU.INDLOGGNDLO J99 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
16 14 2	.JJJ.SHFF.PSHAA.PUBINDPUBINDLOGGNDLO H97 J99 P99 F99 A98 B99 I99 N98 D99 L99 G97 
16 14 2	JJJ.PSHIFFPSHIAAPUB.NDLUB.NDLOGGND.O J98 H97 I97 F98 A97 B99 N98 D99 G97 
16 13 3	JJJ.PSH.FFPSHAADPUBIND.UBINDLOGGN.LO J98 H97 F98 A98 B99 I99 N98 L99 G97 
16 14 2	HJJJ.SH.FFPSB.AAPUBINDPU.INDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
16 13 3	H.JJJSHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
16 14 2	HJJJPSHFF.PSBIAAPUBIND.U..NDLOGGNDLO J99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
16 14 2	HJJJ.SH.FFPS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
16 14 2	.JJJPSH.FFPSHIAAPUBIND.UB.NDLOGGNDLO H97 J99 F98 I98 A97 B99 N98 D99 L99 G97 
16 13 3	H.JJJSHFF.PS.AADPUBINDPUBINDLOGGN.LO J98 P99 F99 H98 A98 N98 L99 B99 I99 G97 
16 14 2	HJJJ.SHFF.PSB.AAPUBINDPU.INDLOGGNDLO J99 P99 F99 H98 A97 D99 N98 L99 B98 I99 G97 
16 14 2	HJJJ.SH.FFPSBAA.PUBINDPU.INDLOGGNDLO J99 P99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
16 14 2	H.JJJSH.FFPS.AA.PUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A98 D99 N98 L99 B99 I99 G97 
16 14 2	HJJJ.SHFF.PS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 F99 H98 A97 D99 N98 L99 B99 I98 G97 
16 14 2	HJJJ.SHIFFPS.IAAPUB.NDPUB.NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
16 14 2	.JJJPSHFF.PSHIAAPUBIND.UB.NDLOGGNDLO H97 J99 F99 I98 A97 B99 N98 D99 L99 G97 
16 14 2	H.JJJSHFF.PS..AAPUBINDPUBINDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B99 I99 G97 
16 13 3	H.JJJSH.FFPS.AADPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A98 N98 L99 B99 I99 G97 
16 13 3	HJJJPSHFFDPSBAADPUBIND.U.IN.LOGGN.LO J99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
16 14 2	.JJJ.SH.FFPSHAA.PUBINDPUBINDLOGGNDLO H97 J99 P99 F98 A98 B99 I99 N98 D99 L99 G97 
16 13 3	.JJJPSHFFDPSHAADPUBIND.UBIN.LOGGN.LO H97 J99 F99 D99 A98 B99 I99 N98 L99 G97 
16 14 2	JJJ.PSH.FFPSH.AAPUBIND.UBINDLOGGNDLO J98 H97 F98 A97 B99 I99 N98 D99 L99 G97 
16 13 3	.JJJ.SHFF.PSHAADPUBINDPUBINDLOGGN.LO H97 J99 P99 F99 A98 B99 I99 N98 L99 G97 
16 13 3	.JJJ.SH.FFPSHAADPUBINDPUBINDLOGGN.LO H97 J99 F98 P99 A98 B99 I99 N98 L99 G97 
16 14 2	.JJJ.SH.FFPSH.AAPUBINDPUBINDLOGGNDLO H97 J99 P99 F98 A97 B99 I99 N98 D99 L99 G97 
16 14 2	JJJ.PSHFF.PSH.AAPUBIND.UBINDLOGGNDLO J98 H97 F99 A97 B99 I99 N98 D99 L99 G97 
16 14 2	JJJ.PSHFF.PSHIAAPUBINDLUB.NDLOGGND.O J98 H97 F99 A97 B99 I98 N98 D99 G97 
16 14 2	.JJJ.SHFF.PSH.AAPUBINDPUBINDLOGGNDLO H97 J99 F99 P99 A97 B99 I99 N98 D99 L99 G97 
16 14 2	JJJ.PSHFF.PSHAA.PUBIND.UBINDLOGGNDLO J98 H97 F99 A98 B99 I99 N98 D99 L99 G97 
16 14 2	JJJ.PSH.FFPSHIAAPUBINDLUB.NDLOGGND.O J98 H97 F98 I98 A97 B99 N98 D99 G97 
16 14 2	HJJJPSH.FFPSBIAAPUBIND.U..NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
17 14 3	JJJDPSHFFDPSHAADPUBIN..UBIN.LOGGN.LO J98 H97 F99 A98 D98 B99 I99 N98 L99 G97 
17 15 2	HJJJ.SHIFFPSBIAAPUB.NDPU..NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
17 15 2	H.JJJSHIFFPS.IAAPUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
17 15 2	JJJ..SHFF.PSHAA.PUBINDPUBINDLOGGNDLO J98 H97 F99 P99 A98 B99 I99 N98 D99 L99 G97 
17 15 2	H.JJJSHFF.PSB.AAPUBINDPU.INDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B98 I99 G97 
17 15 2	.JJJ.SHFF.PSHIAAPUBINDPUB.NDLOGGNDLO H97 J99 F99 P99 I98 A97 B99 N98 D99 L99 G97 
17 14 3	H.JJJSH.FFPSBAADPUBINDPU.INDLOGGN.LO J98 P99 F98 H98 A98 N98 L99 B98 I99 G97 
17 15 2	HIJJJSHIFFPS..AAPUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I96 G97 
17 15 2	JJJ..SH.FFPSHAA.PUBINDPUBINDLOGGNDLO J98 P99 H97 F98 A98 B99 I99 N98 D99 L99 G97 
17 15 2	H.JJJSH.FFPS.IAAPUBINDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
17 15 2	..JJJSH.FFPSH.AAPUBINDPUBINDLOGGNDLO H97 J98 F98 P99 A97 B99 I99 N98 D99 L99 G97 
17 15 2	H.JJJSH.FFPSB.AAPUBINDPU.INDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
17 14 3	.JJJ.SHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J99 F99 D99 P99 A98 B99 I99 N98 L99 G97 
17 14 3	H.JJJSHFFDPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
17 15 2	H.JJJSHFF.PSBAA.PUBINDPU.INDLOGGNDLO J98 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
17 15 2	JJJ.PSHIFFPSHIAAPUB.ND.UB.NDLOGGNDLO J98 H97 I97 F98 A97 B99 N98 D99 L99 G97 
17 15 2	HJJJ.SH.FFPSBIAAPUBINDPU..NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
17 14 3	H.JJJSHFF.PSBAADPUBINDPU.INDLOGGN.LO J98 P99 F99 H98 A98 N98 L99 B98 I99 G97 
17 14 3	JJJ.PSHFFDPSHAADPUBIND.UBIN.LOGGN.LO J98 H97 F99 A98 D99 B99 I99 N98 L99 G97 
17 14 3	HJJJ.SHFFDPSBAADPUBINDPU.IN.LOGGN.LO J99 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
17 15 2	.JJJ.SH.FFPSHIAAPUBINDPUB.NDLOGGNDLO H97 J99 F98 P99 I98 A97 B99 N98 D99 L99 G97 
17 15 2	JJJ.PSH.FFPSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 F98 I98 A97 B99 N98 D99 L99 G97 
17 14 3	..JJJSHFF.PSHAADPUBINDPUBINDLOGGN.LO H97 J98 F99 P99 A98 B99 I99 N98 L99 G97 
17 14 3	..JJJSH.FFPSHAADPUBINDPUBINDLOGGN.LO H97 J98 F98 P99 A98 B99 I99 N98 L99 G97 
17 15 2	HJJJ.SHFF.PSBIAAPUBINDPU..NDLOGGNDLO J99 P99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
17 15 2	JJJ..SH.FFPSH.AAPUBINDPUBINDLOGGNDLO J98 P99 H97 F98 A97 B99 I99 N98 D99 L99 G97 
17 15 2	JJJ..SHFF.PSH.AAPUBINDPUBINDLOGGNDLO J98 P99 H97 F99 A97 B99 I99 N98 D99 L99 G97 
17 15 2	H.JJJSH.FFPSBAA.PUBINDPU.INDLOGGNDLO J98 P99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
17 15 2	H.JJJSHFF.PS.IAAPUBINDPUB.NDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B99 I98 G97 
17 15 2	JJJ.PSHFF.PSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 F99 I98 A97 B99 N98 D99 L99 G97 
17 15 2	..JJJSH.FFPSHAA.PUBINDPUBINDLOGGNDLO H97 J98 F98 P99 A98 B99 I99 N98 D99 L99 G97 
17 15 2	..JJJSHFF.PSH.AAPUBINDPUBINDLOGGNDLO H97 J98 F99 P99 A97 B99 I99 N98 D99 L99 G97 
17 15 2	..JJJSHFF.PSHAA.PUBINDPUBINDLOGGNDLO H97 J98 F99 P99 A98 B99 I99 N98 D99 L99 G97 
17 14 3	JJJ..SH.FFPSHAADPUBINDPUBINDLOGGN.LO J98 P99 H97 F98 A98 B99 I99 N98 L99 G97 
17 14 3	JJJ..SHFF.PSHAADPUBINDPUBINDLOGGN.LO J98 P99 H97 F99 A98 B99 I99 N98 L99 G97 
18 15 3	JJJD.SHFFDPSHAADPUBIN.PUBIN.LOGGN.LO J98 P99 H97 F99 A98 D98 B99 I99 N98 L99 G97 
18 16 2	..JJJSHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO H97 J98 I97 F98 P99 A97 B99 N98 D99 L99 G97 
18 16 2	..JJJSHFF.PSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 F99 P99 I98 A97 B99 N98 D99 L99 G97 
18 16 2	.IJJJSHIFFPSH.AAPUB.NDPUB.NDLOGGNDLO H97 I96 J98 F98 P99 A97 B99 N98 D99 L99 G97 
18 16 2	JJJ..SH.FFPSHIAAPUBINDPUB.NDLOGGNDLO J98 H97 F98 P99 I98 A97 B99 N98 D99 L99 G97 
18 16 2	.JJJ.SHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO H97 J99 F98 P99 I97 A97 B99 N98 D99 L99 G97 
18 15 3	H.JJJSHFFDPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A98 D97 N98 L99 B99 I99 G97 
18 16 2	H.JJJSH.FFPSBIAAPUBINDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
18 16 2	..JJJSH.FFPSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 F98 P99 I98 A97 B99 N98 D99 L99 G97 
18 16 2	JJJ..SHFF.PSHIAAPUBINDPUB.NDLOGGNDLO J98 H97 F99 P99 I98 A97 B99 N98 D99 L99 G97 
18 15 3	HJJJ.SHFF.PSBAADPUBINDPU.INDLOGGN.LO J99 P99 F99 H98 A98 D98 N98 L99 B98 I99 G97 
18 16 2	HIJJJSHIFFPSB.AAPUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I96 G97 
18 16 2	HIJJJSHIFFPSAA..PUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A95 D99 N98 L99 B99 I96 G97 
18 15 3	H.JJJSHFFDPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
18 15 3	..JJJSHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J98 F99 D99 P99 A98 B99 I99 N98 L99 G97 
18 15 3	JJJ..SHFFDPSHAADPUBINDPUBIN.LOGGN.LO J98 H97 F99 D99 P99 A98 B99 I99 N98 L99 G97 
18 16 2	JJJ..SHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO J98 P99 H97 I97 F98 A97 B99 N98 D99 L99 G97 
18 16 2	H.JJJSHIFFPSBIAAPUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
18 16 2	H.JJJSHFF.PSBIAAPUBINDPU..NDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
18 16 2	HIJJJSHIFFPS.AA.PUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A96 D99 N98 L99 B99 I96 G97 
19 17 2	.IJJJSHIFFPSHAA.PUB.NDPUB.NDLOGGNDLO H97 I96 J98 F98 P99 A96 B99 N98 D99 L99 G97 
19 16 3	JJJ..SHFFDPSHAADPUBINDPUBIN.LOGGN.LO J98 H97 F99 P99 A98 B99 I99 N98 D97 L99 G97 
19 17 2	HIJJJSHIFFPSBAA.PUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A96 D99 N98 L99 B98 I96 G97 
20 17 3	HIJJJSHIFFPS.AADPUB.NDPUB.NDLOGGN.LO J98 P99 F98 H98 A96 D98 N98 L99 B99 I96 G97 
20 17 3	HIJJJSHIFFPSAA.DPUB.NDPUB.NDLOGGN.LO J98 P99 F98 H98 A95 D98 N98 L99 B99 I96 G97 
20 17 3	HIJJJSHIFFPSAAN.PUB.NDPUB.NDLOGG.DLO J98 P99 F98 H98 A95 D99 N97 L99 B99 I96 G97 
21 18 3	.IJJJSHIFFPSHAADPUB.NDPUB.NDLOGGN.LO H97 I96 J98 F98 P99 A96 B99 N98 D98 L99 G97 
21 18 3	HIJJJSHIFFPSBAADPUB.NDPU..NDLOGGN.LO J98 P99 F98 H98 A96 D98 N98 L99 B98 I96 G97 
21 18 3	HIJJJSHIFFPSAAN.PUB.NDPUB.NDLO.GGDLO J98 P99 F98 H98 A95 D99 N97 L99 B99 I96 G96 
22 18 4	HIJJJSHIFFPSAANDPUB.NDPUB.NDLOGG..LO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G97 
22 19 3	HIJJJSHIFFPSAAN.PU..NDPUB.NDLOBGGDLO J98 P99 F98 H98 A95 D99 N97 L99 B98 I96 G96 
23 19 4	HIJJJSHIFFPSAANDPUB.NDPUB.NDLO.GG.LO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G96 
23 19 4	HIJJJSHIFFPSAANDPUB.NDPUB.NDLO..GGLO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G95 
24 20 4	HIJJJSHIFFPSAANDPU..NDPUB.NDLOBGG.LO J98 P99 F98 H98 A95 D98 N97 L99 B98 I96 G96 
24 20 4	HIJJJSHIFFPSAANDPU..NDPUB.NDLOB.GGLO J98 P99 F98 H98 A95 D98 N97 L99 B98 I96 G95 
