6 0 6	JJJ.PSFF..PSHAADPUH.NDLUBINDLOBINGGO 
18 12 6	HJJJ.SHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
18 10 8	HJJJPSHFF.PSAANDPUBIND.UBINDLO..GGLO J99 F99 H98 A99 N99 L99 B99 I99 G95 
18 12 6	HJJJ.SH.FFPSAA.DPUBINDPUBINDLOGGN.LO J99 P99 F98 H98 A99 N98 L99 B99 I99 G97 
18 12 6	.JJJPSHFFDPSHAADPUBINDLUBIN.LOGGN..O H97 J99 F99 D99 A98 B99 I99 N98 G97 
18 14 4	HJJJPSHIFFPSBIAAPUB.NDLU..NDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I97 G97 
18 12 6	HJJJPSH.FFPSAA.DPUBINDLUBINDLOGGN..O J99 F98 H98 A99 D98 N98 B99 I99 G97 
18 14 4	HJJJPSH.FFPSB.AAPUBIND.U.INDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
18 14 4	HJJJPSHFF.PSBIAAPUBIND.U..NDLOGGNDLO J99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
18 13 5	JJJ.PSHFFDPSHAADPUBINDLUBIN.LOGGN..O J98 H97 F99 D99 A98 B99 I99 N98 G97 
18 14 4	HJJJPSHIFFPS.IAAPUB.ND.UB.NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
18 14 4	JJJ.PSHFF.PSHAA.PUBINDLUBINDLOGGND.O J98 H97 F99 D97 A98 B99 I99 N98 G97 
18 10 8	HJJJ.SH.FFPSAANDPU.INDPUBINDLOBGG.LO J99 P99 F98 H98 A99 N99 L99 I99 G98 
18 11 7	H.JJJSHFF.PSAANDPUBINDPUBINDLO.GG.LO J98 P99 F99 H98 A99 N99 L99 B99 I99 G98 
18 12 6	HJJJ.SHFF.PSAAN.PUBINDPUBINDLO.GGDLO J99 P99 F99 H98 A99 D99 N99 L99 B99 I99 G96 
18 12 6	H.JJJSHFF.PSAAN.PUBINDPUBINDLO.GGDLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
18 14 4	.JJJPSH.FFPSH.AAPUBIND.UBINDLOGGNDLO H97 J99 F98 A97 B99 I99 N98 D99 L99 G97 
18 14 4	HJJJPSH.FFPS.AA.PUBIND.UBINDLOGGNDLO J99 F98 H98 A96 D99 N98 L99 B99 I99 G97 
18 14 4	H.JJJSHFF.PS.AA.PUBINDPUBINDLOGGNDLO J98 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
18 12 6	H.JJJSHFF.PSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
18 10 8	HJJJ.SHFF.PSAANDPUBINDPUBINDLO..GGLO J99 P99 F99 H98 A99 N99 L99 B99 I99 G99 
18 10 8	H.JJJSHFF.PSAANDPU.INDPUBINDLOB.GGLO J98 P99 F99 H98 A99 N99 L99 I99 G99 
18 12 6	HJJJ.SH.FFPSAAN.PUBINDPUBINDLOGG.DLO J99 P99 F98 H98 A99 D99 N99 L99 B99 I99 G97 
18 10 8	HJJJ.SHFFDPSAANDPUB.NDPUBIN.LO.IGGLO J99 P99 F99 H98 A99 D99 N99 L99 B99 G99 
18 14 4	JJJ.PSHFF.PSHAA.PUBIND.UBINDLOGGNDLO J98 H97 F99 A98 B99 I99 N98 D99 L99 G97 
18 14 4	HJJJPSH.FFPS.IAAPUBIND.UB.NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
18 14 4	HJJJPSHFF.PS.IAAPUBINDLUB.NDLOGGND.O J99 F99 H98 A97 D99 N98 L98 B99 I98 G97 
18 14 4	.JJJ.SHFF.PSHAA.PUBINDPUBINDLOGGNDLO H97 J99 P99 F99 A98 B99 I99 N98 D99 L99 G97 
18 14 4	.JJJPSH.FFPSHIAAPUBINDLUB.NDLOGGND.O H97 J99 F98 A97 B99 I98 N98 D99 G97 
18 14 4	.JJJPSHFF.PSHIAAPUBIND.UB.NDLOGGNDLO H97 J99 F99 I98 A97 B99 N98 D99 L99 G97 
18 10 8	HJJJ.SH.FFPSAANDPUB.NDPUBINDLO.IGGLO J99 P99 F98 H98 A99 N99 L99 B99 G99 
18 14 4	.JJJPSH.FFPSHAA.PUBIND.UBINDLOGGNDLO H97 J99 F98 A98 B99 I99 N98 D99 L99 G97 
18 13 5	JJJ.PSHFF.PSHAADPUBIND.UBINDLOGGN.LO J98 H97 F99 A98 B99 I99 N98 L99 G97 
18 13 5	HJJJ.SHFF.PSAA.DPUBINDPUBINDLOGGN.LO J99 P99 F99 H98 A99 D98 N98 L99 B99 I99 G97 
18 12 6	H.JJJSHFF.PSAAN.PU.INDPUBINDLOBGGDLO J98 P99 F97 H98 A99 D99 N99 L99 I99 G98 
18 12 6	HJJJPSHFFDPS.AADPUBINDLUBIN.LOGGN..O J99 F99 H98 A98 D97 N98 B99 I99 G97 
18 10 8	H.JJJSH.FFPSAANDPU.INDPUBINDLOB.GGLO J98 P99 F98 H98 A99 N99 L99 I99 G99 
18 14 4	HJJJ.SH.FFPS..AAPUBINDPUBINDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I99 G97 
18 14 4	HJJJ.SH.FFPS.AA.PUBINDPUBINDLOGGNDLO J99 P99 F98 H98 A98 D99 N98 L99 B99 I99 G97 
18 14 4	HJJJ.SHFF.PSAA..PUBINDPUBINDLOGGNDLO J99 P99 F97 H98 A99 D99 N98 L99 B99 I99 G97 
18 10 8	H.JJJSH.FFPSAANDPU..NDPUBINDLOBIGGLO J98 P99 F98 H98 A99 N99 L99 G99 
18 14 4	HJJJ.SHFF.PSBAA.PUBINDPU.INDLOGGNDLO J99 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
18 14 4	H.JJJSH.FFPSAA..PUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A99 D99 N98 L99 B99 I99 G97 
18 14 4	JJJ.PSHFF.PSH.AAPUBIND.UBINDLOGGNDLO J98 H97 F99 A97 B99 I99 N98 D99 L99 G97 
18 10 8	H.JJJSHFF.PSAANDPUB.NDPUBINDLO.IGGLO J98 P99 F99 H98 A99 N99 L99 B99 G99 
18 12 6	HJJJPSHFFDPSAA.DPUBIND.UBIN.LOGGN.LO J99 F99 H98 A99 D97 N98 L99 B99 I99 G97 
18 10 8	HJJJ.SHFFDPSAANDPU.INDPUBIN.LOBGG.LO J99 P99 F99 H98 A99 D99 N99 L99 I99 G98 
18 14 4	.JJJPSHIFFPSHIAAPUB.NDLUB.NDLOGGND.O H97 J99 I97 F98 A97 B99 N98 D99 G97 
18 10 8	HJJJPSHFFDPSAANDPUBIND.UBIN.LO.GG.LO J99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
18 14 4	HJJJPSH.FFPSBIAAPUBINDLU..NDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I98 G97 
18 14 4	JJJ.PSH.FFPSH.AAPUBINDLUBINDLOGGND.O J98 H97 F98 A97 B99 I99 N98 D99 G97 
18 10 8	H.JJJSHFFDPSAANDPU..NDPUBIN.LOBIGGLO J98 P99 F99 H98 A99 D99 N99 L99 G99 
18 10 8	HJJJPSHFFDPSAANDPUBINDLUBIN.LO..GG.O J99 F99 H98 A99 D99 N99 B99 I99 G97 
18 10 8	HJJJPSHFFDPSAANDPU.IND.UBIN.LOB.GGLO J99 F99 H98 A99 D99 N99 L99 I99 G97 
18 10 8	HJJJPSHFFDPSAANDPUBIND.UBIN.LO.GG.LO J99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
18 10 8	HJJJPSHFFDPSAANDPUBIND.UBIN.LO.GG.LO J99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
19 15 4	HJJJ.SH.FFPSBAA.PUBINDPU.INDLOGGNDLO J99 P99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
19 14 5	HJJJ.SHFF.PSBAADPUBINDPU.INDLOGGN.LO J99 P99 F99 H98 A98 N98 L99 B98 I99 G97 
19 14 5	JJJ.PSHFFDPSHAADPUBIND.UBIN.LOGGN.LO J98 H97 F99 D99 A98 B99 I99 N98 L99 G97 
19 11 8	H.JJJSH.FFPSAANDPUBINDPUBINDLO.GG.LO J98 P99 F98 H98 A99 N99 L99 B99 I99 G98 
18 12 6	H.JJJSH.FFPSAAN.PUBINDPUBINDLO.GGDLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G98 
19 11 8	HJJJPSH.FFPSAANDPUBIND.UBINDLO.GG.LO J99 F98 H98 A99 N99 L99 B99 I99 G96 
19 13 6	HJJJPSHFFDPSBAADPUBIND.U.IN.LOGGN.LO J99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
19 13 6	HJJJ.SHFFDPS.AADPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
19 12 7	HJJJ.SHFF.PSAANDPUBINDPUBINDLOGG..LO J99 P99 F99 H98 A99 D98 N99 L99 B99 I99 G97 
19 11 8	HJJJ.SH.FFPSAANDPUBINDPUBINDLO.GG.LO J99 P99 F98 H98 A99 N99 L99 B99 I99 G98 
19 11 8	HJJJ.SHFFDPSAANDPUBINDPUBIN.LO..GGLO J99 P99 F99 H98 A99 D99 N99 L99 B99 I99 G99 
19 13 6	HJJJPSH.FFPSBAADPUBIND.U.INDLOGGN.LO J99 F98 H98 A98 N98 L99 B98 I99 G97 
19 15 4	.JJJ.SH.FFPSH.AAPUBINDPUBINDLOGGNDLO H97 J99 F98 P99 A97 B99 I99 N98 D99 L99 G97 
19 15 4	HJJJPSH.FFPSBIAAPUBIND.U..NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
19 15 4	.JJJPSH.FFPSHIAAPUBIND.UB.NDLOGGNDLO H97 J99 F98 A97 B99 I98 N98 D99 L99 G97 
19 13 6	HJJJ.SH.FFPS.AADPUBINDPUBINDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B99 I99 G97 
19 14 5	H.JJJSHFF.PS.AADPUBINDPUBINDLOGGN.LO J98 P99 F99 H98 A98 N98 L99 B99 I99 G97 
19 13 6	JJJ.PSH.FFPSHAADPUBINDLUBINDLOGGN..O J98 H97 F98 A98 B99 I99 N98 G97 
18 14 4	JJJ.PSH.FFPSHAA.PUBINDLUBINDLOGGND.O J98 H97 F98 A98 D99 B99 I99 N98 G97 
19 15 4	JJJ..SHFF.PSH.AAPUBINDPUBINDLOGGNDLO J98 H97 F99 P99 A97 B99 I99 N98 D99 L99 G97 
19 14 5	..JJJSHFF.PSHAADPUBINDPUBINDLOGGN.LO H97 J98 P99 F99 A98 B99 I99 N98 L99 G97 
19 15 4	H.JJJSHFF.PSB.AAPUBINDPU.INDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B98 I99 G97 
19 13 6	H.JJJSHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A99 D99 N98 L99 B99 I99 G97 
19 13 6	H.JJJSH.FFPSAAN.PUBINDPUBINDLOGG.DLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G97 
19 11 8	HJJJ.SH.FFPSAANDPUBINDPUBINDLO..GGLO J99 P99 F98 H98 A99 N99 L99 B99 I99 G97 
19 12 7	H.JJJSHFF.PSAANDPUBINDPUBINDLOGG..LO J98 P99 F99 H98 A99 N99 L99 B99 I99 G97 
18 13 5	H.JJJSHFF.PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F99 H98 A99 N98 L99 B99 I99 G97 
19 13 6	.JJJPSHFFDPSHAADPUBINDLUBIN.LOGGN..O H97 J99 F99 A98 B99 I99 N98 D97 G97 
19 15 4	H.JJJSHFF.PSBAA.PUBINDPU.INDLOGGNDLO J98 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
19 11 8	H.JJJSHFF.PSAANDPUBINDPUBINDLO..GGLO J98 P99 F99 H98 A99 N99 L99 B99 I99 G99 
19 15 4	HJJJ.SH.FFPS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
19 11 8	H.JJJSHFFDPSAANDPU.INDPUBIN.LOBGG.LO J98 P99 F99 H98 A99 D99 N99 L99 I99 G98 
19 15 4	JJJ.PSHFF.PSH.AAPUBINDLUBINDLOGGND.O J98 H97 F99 D97 A97 B99 I99 N98 G97 
19 15 4	JJJ.PSH.FFPSH.AAPUBIND.UBINDLOGGNDLO J98 H97 F98 A97 B99 I99 N98 D99 L99 G97 
19 13 6	H.JJJSH.FFPSAAN.PUBINDPUBINDLO.GGDLO J98 P99 F98 H98 A99 D99 N99 L99 B99 I99 G98 
19 14 5	.JJJPSHFF.PSHAADPUBINDLUBINDLOGGN..O H97 J99 F99 A98 B99 I99 N98 D96 G97 
19 11 8	H.JJJSHFFDPSAANDPU.INDPUBIN.LOB.GGLO J98 P99 F99 H98 A99 D99 N99 L99 I99 G99 
19 11 8	H.JJJSHFF.PSAANDPUBINDPUBINDLO..GGLO J98 P99 F99 H98 A99 N99 L99 B99 I99 G99 
19 15 4	JJJ.PSH.FFPSHAA.PUBIND.UBINDLOGGNDLO J98 H97 F98 A98 B99 I99 N98 D99 L99 G97 
19 11 8	H.JJJSHFFDPSAANDPUB.NDPUBIN.LO.IGGLO J98 P99 F99 H98 A99 D99 N99 L99 B99 G99 
19 15 4	.JJJ.SH.FFPSHAA.PUBINDPUBINDLOGGNDLO H97 J99 P99 F98 A98 B99 I99 N98 D99 L99 G97 
19 15 4	JJJ.PSHFF.PSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 F99 I98 A97 B99 N98 D99 L99 G97 
19 15 4	JJJ.PSH.FFPSHIAAPUBINDLUB.NDLOGGND.O J98 H97 F98 I98 A97 B99 N98 D99 G97 
19 11 8	H.JJJSH.FFPSAANDPUB.NDPUBINDLO.IGGLO J98 P99 F98 H98 A99 N99 L99 B99 G99 
19 15 4	JJJ..SHFF.PSHAA.PUBINDPUBINDLOGGNDLO J98 P99 H97 F99 A98 B99 I99 N98 D99 L99 G97 
19 11 8	HJJJPSHFFDPSAANDPUBIND.UBIN.LO.GG.LO J99 F99 H98 A99 D97 N99 L99 B99 I99 G98 
19 15 4	.JJJ.SHFF.PSHIAAPUBINDPUB.NDLOGGNDLO H97 J99 F99 P99 A97 B99 I98 N98 D99 L99 G97 
19 15 4	H.JJJSH.FFPS.AA.PUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A98 D99 N98 L99 B99 I99 G97 
19 11 8	H.JJJSH.FFPSAANDPUBINDPUBINDLO..GGLO J98 P99 F98 H98 A99 N99 L99 B99 I99 G99 
19 15 4	..JJJSHFF.PSHAA.PUBINDPUBINDLOGGNDLO H97 J98 F99 P99 A98 B99 I99 N98 D99 L99 G97 
19 14 5	H.JJJSHFF.PSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F99 H98 A99 D98 N98 L99 B99 I99 G97 
19 15 4	.JJJPSHIFFPSHIAAPUB.ND.UB.NDLOGGNDLO H97 J99 I97 F98 A97 B99 N98 D99 L99 G97 
19 13 6	.JJJPSH.FFPSHAADPUBIND.UBINDLOGGN.LO H97 J99 F98 A98 B99 I99 N98 L99 G97 
19 15 4	JJJ.PSH.FFPSHAA.PUBINDLUBINDLOGGND.O J98 H97 F98 D97 A98 B99 I99 N98 G97 
19 14 5	HJJJPSHFF.PSBAADPUBIND.U.INDLOGGN.LO J99 F99 H98 A98 D98 N98 L99 B98 I99 G97 
19 15 4	HJJJPSH.FFPSB.AAPUBINDLU.INDLOGGND.O J99 F98 H98 A97 D99 N98 B98 I95 G97 
19 14 5	JJJ.PSHFF.PSHAADPUBINDLUBINDLOGGN..O J98 H97 F99 D98 A98 B99 I99 N98 G97 
19 11 8	HJJJ.SHFFDPSAANDPU.INDPUBIN.LOB.GGLO J99 P99 F99 H98 A99 D99 N99 L99 I99 G97 
19 13 6	H.JJJSH.FFPSAA.DPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A99 N98 L99 B99 I99 G97 
19 14 5	JJJ..SHFF.PSHAADPUBINDPUBINDLOGGN.LO J98 H97 F99 P99 A98 B99 I99 N98 L99 G97 
19 15 4	JJJ.PSHIFFPSHIAAPUB.NDLUB.NDLOGGND.O J98 H97 I97 F98 A97 B99 N98 D99 G97 
19 15 4	HJJJPSHIFFPSBIAAPUB.ND.U..NDLOGGNDLO J99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
19 15 4	H.JJJSH.FFPS..AAPUBINDPUBINDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I99 G97 
19 13 6	HJJJPSH.FFPS.AADPUBINDLUBINDLOGGN..O J99 F98 H98 A98 D98 N98 B99 I99 G97 
19 11 8	HJJJPSHFFDPSAANDPUBIND.UBIN.LO..GGLO J99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
19 11 8	HJJJPSHFFDPSAANDPUBIND.UBIN.LOGG..LO J99 F99 H98 A99 D99 N99 L99 B99 I99 G97 
19 13 6	HJJJPSHFFDPSBAADPUBINDLU.IN.LOGGN..O J99 F99 H98 A98 D97 N98 B98 I99 G97 
20 12 8	H.JJJSHFF.PSAANDPUBINDPUBINDLO..GGLO J98 P99 F99 H98 A99 N99 L99 B99 I99 G97 
20 12 8	HJJJ.SHFFDPSAANDPUBINDPUBIN.LOGG..LO J99 P99 F99 H98 A99 D97 N99 L99 B99 I99 G97 
20 15 5	H.JJJSHFF.PSBAADPUBINDPU.INDLOGGN.LO J98 P99 F99 H98 A98 N98 L99 B98 I99 G97 
20 14 6	H.JJJSHFFDPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
20 16 4	H.JJJSH.FFPSB.AAPUBINDPU.INDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
20 14 6	.JJJ.SHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J99 P99 F99 A98 D99 B99 I99 N98 L99 G97 
20 14 6	HJJJ.SH.FFPSAA.DPUBINDPUBINDLOGGN.LO J99 P99 F98 H98 A99 D98 N98 L99 B99 I99 G97 
20 14 6	HJJJ.SH.FFPS.AADPUBINDPUBINDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B99 I99 G97 
20 12 8	HJJJ.SH.FFPSAANDPUBINDPUBINDLOGG..LO J99 P99 F98 H98 A99 N99 L99 B99 I99 G97 
20 15 5	JJJ..SHFFDPSHAADPUBINDPUBIN.LOGGN.LO J98 P99 H97 F99 D99 A98 B99 I99 N98 L99 G97 
20 16 4	H.JJJSH.FFPSBAA.PUBINDPU.INDLOGGNDLO J98 P99 F98 H98 A98 D99 N98 L99 B98 I99 G97 
20 14 6	HJJJ.SHFFDPSBAADPUBINDPU.IN.LOGGN.LO J99 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
20 12 8	H.JJJSH.FFPSAANDPUBINDPUBINDLOGG..LO J98 P99 F98 H98 A99 N99 L99 B99 I99 G97 
20 12 8	H.JJJSHFFDPSAANDPUBINDPUBIN.LO..GGLO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G99 
20 16 4	HJJJ.SH.FFPSBIAAPUBINDPU..NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
20 16 4	H.JJJSHFF.PSBIAAPUBINDPU..NDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B98 I98 G97 
20 14 6	JJJDPSHFFDPSHAADPUBIN..UBIN.LOGGN.LO J98 H97 F99 A98 D98 B99 I99 N98 L99 G97 
20 14 6	HJJJ.SH.FFPSBAADPUBINDPU.INDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B98 I99 G97 
20 16 4	.JJJ.SH.FFPSHIAAPUBINDPUB.NDLOGGNDLO H97 J99 F98 P99 A97 B99 I98 N98 D99 L99 G97 
20 14 6	H.JJJSH.FFPS.AADPUBINDPUBINDLOGGN.LO J98 P99 F98 H98 A98 N98 L99 B99 I99 G97 
20 16 4	..JJJSH.FFPSH.AAPUBINDPUBINDLOGGNDLO H97 J98 F98 P99 A97 B99 I99 N98 D99 L99 G97 
20 16 4	JJJ..SHFF.PSHIAAPUBINDPUB.NDLOGGNDLO J98 H97 F99 P99 A97 B99 I98 N98 D99 L99 G97 
20 16 4	JJJ..SH.FFPSH.AAPUBINDPUBINDLOGGNDLO J98 H97 F98 P99 A97 B99 I99 N98 D99 L99 G97 
20 14 6	H.JJJSHFFDPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A98 D99 N98 L99 B99 I99 G97 
20 16 4	HJJJ.SHFF.PS.IAAPUBINDPUB.NDLOGGNDLO J99 P99 F97 H98 A97 D99 N98 L99 B99 I98 G97 
20 14 6	JJJDPSHFFDPSHAADPUBIN.LUBIN.LOGGN..O J98 H97 F99 D98 A98 B99 I99 N98 G97 
20 14 6	.JJJPSHFFDPSHAADPUBIND.UBIN.LOGGN.LO H97 J99 F99 A98 B99 I99 N98 D97 L99 G97 
20 16 4	HJJJ.SHIFFPS.IAAPUB.NDPUB.NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
20 16 4	JJJ.PSHFF.PSHIAAPUBINDLUB.NDLOGGND.O J98 H97 F99 D97 A97 B99 I98 N98 G97 
20 16 4	JJJ.PSHIFFPSHIAAPUB.ND.UB.NDLOGGNDLO J98 H97 F98 A97 B99 I97 N98 D99 L99 G97 
20 16 4	..JJJSH.FFPSHAA.PUBINDPUBINDLOGGNDLO H97 J98 P99 F98 A98 B99 I99 N98 D99 L99 G97 
20 16 4	H.JJJSH.FFPS.IAAPUBINDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I98 G97 
20 14 6	JJJ.PSH.FFPSHAADPUBIND.UBINDLOGGN.LO J98 H97 F98 A98 B99 I99 N98 L99 G97 
20 16 4	JJJ..SH.FFPSHAA.PUBINDPUBINDLOGGNDLO J98 P99 H97 F98 A98 B99 I99 N98 D99 L99 G97 
20 14 6	HJJJ.SH.FFPSAAN.PUBINDPUBINDLOGG.DLO J99 P99 F98 H98 A99 D99 N97 L99 B99 I99 G97 
20 14 6	HJJJ.SHFFDPS.AADPUBINDPUBIN.LOGGN.LO J99 P99 F99 H98 A98 D97 N98 L99 B99 I99 G97 
20 14 6	H.JJJSHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A99 D97 N98 L99 B99 I99 G97 
20 16 4	..JJJSHFF.PSH.AAPUBINDPUBINDLOGGNDLO H97 J98 F99 P99 A97 B99 I99 N98 D99 L99 G97 
20 14 6	HJJJPSH.FFPSBAADPUBINDLU.INDLOGGN..O J99 F98 H98 A98 D98 N98 B98 I99 G97 
20 14 6	HJJJPSHFFDPSBAADPUBIND.U.IN.LOGGN.LO J99 F99 H98 A98 D97 N98 L99 B98 I99 G97 
20 16 4	..JJJSHFF.PSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 F99 P99 A97 B99 I98 N98 D99 L99 G97 
20 12 8	HJJJ.SHFFDPSAANDPUBINDPUBIN.LO.GG.LO J99 P99 F99 H98 A99 D97 N99 L99 B99 I99 G98 
20 14 6	.JJJ.SH.FFPSHAADPUBINDPUBINDLOGGN.LO H97 J99 P99 F98 A98 B99 I99 N98 L99 G97 
20 16 4	HJJJ.SHIFFPSBIAAPUB.NDPU..NDLOGGNDLO J99 P99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
20 16 4	HIJJJSHIFFPS..AAPUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I96 G97 
20 16 4	H.JJJSHIFFPS.IAAPUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B99 I97 G97 
21 15 6	H.JJJSHFFDPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 F99 H98 A98 D99 N98 L99 B98 I99 G97 
21 17 4	HIJJJSHIFFPSB.AAPUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I96 G97 
21 17 4	H.JJJSH.FFPSBIAAPUBINDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I98 G97 
21 17 4	.IJJJSHIFFPSH.AAPUB.NDPUB.NDLOGGNDLO H97 J98 F98 P99 A97 B99 I96 N98 D99 L99 G97 
21 17 4	HIJJJSHIFFPSAA..PUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A95 D99 N98 L99 B99 I96 G97 
21 17 4	HIJJJSHIFFPS.AA.PUB.NDPUB.NDLOGGNDLO J98 P99 F98 H98 A96 D99 N98 L99 B99 I96 G97 
21 17 4	HJJJ.SH.FFPSB.AAPUBINDPU.INDLOGGNDLO J97 P99 F98 H98 A97 D99 N98 L99 B98 I99 G97 
21 15 6	HJJJ.SH.FFPSBAADPUBINDPU.INDLOGGN.LO J99 P99 F98 H98 A98 N98 L99 B98 I99 G97 
21 17 4	H.JJJSHIFFPSBIAAPUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A97 D99 N98 L99 B98 I97 G97 
21 15 6	H.JJJSHFFDPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 F99 H98 A98 D97 N98 L99 B99 I99 G97 
21 17 4	HJJJ.SHFF.PSBIAAPUBINDPU..NDLOGGNDLO J99 P99 F97 H98 A97 D99 N98 L99 B98 I98 G97 
21 17 4	..JJJSH.FFPSHIAAPUBINDPUB.NDLOGGNDLO H97 J98 F98 P99 A97 B99 I98 N98 D99 L99 G97 
21 13 8	H.JJJSHFFDPSAANDPUBINDPUBIN.LOGG..LO J98 P99 F99 H98 A99 D97 N99 L99 B99 I99 G97 
21 15 6	..JJJSHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J98 P99 F99 A98 D99 B99 I99 N98 L99 G97 
21 17 4	H.JJJSHFF.PS.IAAPUBINDPUB.NDLOGGNDLO J98 P99 F99 H98 A97 D99 N98 L99 B97 I98 G97 
21 15 6	JJJD.SHFFDPSHAADPUBIN.PUBIN.LOGGN.LO J98 P99 H97 F99 A98 D98 B99 I99 N98 L99 G97 
21 15 6	JJJDPSHFFDPSHAADPUBIN..UBIN.LOGGN.LO J98 H97 F99 A98 B99 I99 N98 D96 L99 G97 
21 15 6	JJJD.SHFFDPSHAADPUBIN.PUBIN.LOGGN.LO J98 H97 F99 P99 A98 D98 B99 I99 N98 L99 G97 
21 17 4	JJJ..SHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO J98 H97 F98 P99 A97 B99 I97 N98 D99 L99 G97 
21 17 4	..JJJSHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO H97 J98 F98 P99 A97 B99 I97 N98 D99 L99 G97 
21 17 4	.JJJ.SHIFFPSHIAAPUB.NDPUB.NDLOGGNDLO H97 J99 F98 P99 A97 B99 I97 N98 D99 L99 G97 
21 13 8	H.JJJSHFFDPSAANDPUBINDPUBIN.LO.GG.LO J98 P99 F99 H98 A99 D99 N99 L99 B99 I99 G98 
21 15 6	H.JJJSH.FFPSBAADPUBINDPU.INDLOGGN.LO J98 P99 F98 H98 A98 N98 L99 B98 I99 G97 
21 15 6	..JJJSH.FFPSHAADPUBINDPUBINDLOGGN.LO H97 J98 P99 F98 A98 B99 I99 N98 L99 G97 
21 15 6	HJJJ.SHFFDPSBAADPUBINDPU.IN.LOGGN.LO J99 P99 F99 H98 A98 D97 N98 L99 B98 I99 G97 
21 17 4	JJJ.PSH.FFPSHIAAPUBIND.UB.NDLOGGNDLO J98 H97 F98 A97 B99 I96 N98 D99 L99 G97 
