3 0 3	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
8 5 3	....BBCCC....AAKUGFF.KUG...KUGEEE.TT B96 K96 U99 F99 
8 5 3	.BBKU.CCCKU.AA.KUG.FF..G.....GEEE.TT B99 K94 U99 A99 
8 5 3	BB.K..CCCKUGAA.KUGFF..UG......EEE.TT K94 A99 G99 F99 
8 5 3	..BBU.CCC.UGAA.KUG.FFK.G...K..EEE.TT B98 K98 U99 A99 G99 
8 5 3	..BB.GCCCKUG.AAKUG.FFKU........EEETT B98 K95 G98 E99 
8 5 3	....BBCCCK...AAKUGFF.KUG....UGEEE.TT B96 K95 U99 F99 
8 5 3	BB....CCCKUG.AAKUGFF.KUG.......EEETT K95 G99 F99 E99 
8 5 3	..BB..CCC..GAA.KUG.FFKUG...KU.EEE.TT B98 K98 U99 A99 G99 
8 5 3	..BB..CCC.UGAA.KUG.FFKUG...K..EEE.TT B98 K96 A99 G99 
8 5 3	BB.KU.CCCKUG.AAKUGFF...G......EEE.TT K94 U99 G99 F99 
8 5 3	BB....CCC.UG.AAKUGFF.KUG...K..EEETT. K96 G99 F99 T99 
8 5 3	BB.K..CCCK.G.AAKUGFF..UG....U.EEE.TT K94 U99 G99 F99 
8 5 3	BB.K..CCCKU.AA.KUG.FF.UG.....GEEETT. K94 A99 T99 
8 5 3	BB...G.CCCUG.AAKUG.FFKU....K..EEETT. K96 C99 G98 T99 
8 5 3	BB...GCCCKUG.AAKUGFF.KU........EEETT K95 G98 F99 E99 
8 5 3	BB.KUGCCCKUG.AAKUGFF..........EEE.TT K94 U99 G98 F99 
8 5 3	...BB.CCCKUG.AAKUGFF.KUG......EEE.TT B97 K95 G99 F99 
8 5 3	..BB.GCCC..G.AAKUG.FFKU....KU..EEETT B98 K98 U99 G98 E99 
8 5 3	BB.K..CCCK.GAA.KUG.FF.UG....U.EEE.TT K94 U99 A99 G99 
8 5 3	..BB..CCCKUG.AAKUG.FFKUG......EEETT. B98 K95 G99 T99 
8 5 3	BB...GCCC.UG.AAKUGFF.KU....K..EEETT. K96 G98 F99 T99 
8 5 3	...BB.CCC.UG.AAKUGFF.KUG...K..EEE.TT B97 K96 G99 F99 
8 5 3	..BB...CCC.G.AAKUG.FFKUG...KU.EEE.TT B98 K98 C99 U99 G99 
8 5 3	.BB..GCCCKUG.AAKUG.FFKU.......EEETT. B99 K95 G98 T99 
8 5 3	..BB..CCCKUG.AAKUGFF.KUG......EEE.TT B98 K95 G99 F99 
8 5 3	..BB...CCC...AAKUG.FFKUG...KUG.EEETT B98 K98 C99 U99 E99 
8 5 3	..BB.....CCC.AAKUG.FFKUG...KUGEEE.TT B98 K96 C97 U99 
8 5 3	BB.....CCCUG.AAKUG.FFKUG...K..EEETT. K96 C99 G99 T99 
8 5 3	....BBCCCKUGAA.KUG.FFKUG......EEE.TT B96 K95 A99 G99 
8 5 3	BB..U.CCC.U.AA.KUG.FFK.G...K.G.EEETT K96 U99 A99 E99 
8 5 3	..BB...CCCUG.AAKUGFF.KUG...K..EEE.TT B98 K98 C99 G99 F99 
8 5 3	BB..U.CCCKU.AA.KUG.FFK.G.....G.EEETT K95 U99 A99 E99 
8 5 3	BB.K..CCCK.G.AAKUG.FF.UG....U..EEETT K94 U99 G99 E99 
8 5 3	....BBCCC.UG.AAKUG.FFKUG...K..EEETT. B96 K96 G99 T99 
8 5 3	..BB...CCCU.AA.KUGFF.KUG...K.GEEE.TT B98 K98 C99 A99 F99 
8 5 3	..BB.G.CCCUG.AAKUG.FFKU....K...EEETT B98 K98 C99 G98 E99 
8 5 3	..BB...CCC...AAKUGFF.KUG...KUGEEE.TT B98 K98 C99 U99 F99 
8 5 3	BB....CCC.UGAA.KUG.FFKUG...K...EEETT K96 A99 G99 E99 
8 5 3	BB..U.CCCKU..AAKUGFF.K.G.....G.EEETT K95 U99 F99 E99 
8 5 3	BB.....CCCUG.AAKUG.FFKUG...K...EEETT K96 C99 G99 E99 
8 5 3	BB.K.GCCCK.G.AAKUGFF..U.....U.EEE.TT K94 U99 G98 F99 
8 5 3	BB.K..CCCKU.AA.KUG.FF.UG.....G.EEETT K94 A99 E99 
8 5 3	..BB..CCCK...AAKUG.FFKUG....UGEEETT. B98 K95 U99 T99 
8 6 2	..BB..CCCK...AAKU..FFKUG....UGEEETTG B98 K95 U99 G99 T99 
8 5 3	..BB.G.CCCUG.AAKUGFF.KU....K..EEE.TT B98 K98 C99 G98 F99 
8 5 3	.BB...CCCKUG.AAKUG.FFKUG.......EEETT B99 K95 G99 E99 
8 5 3	BB....CCC..G.AAKUG.FFKUG...KU..EEETT K96 U99 G99 E99 
8 5 3	.BB...CCCKUG.AAKUG.FFKUG......EEETT. B99 K95 G99 T99 
8 5 3	BB...GCCCKUGAA.KUG.FFKU........EEETT K95 A99 G98 E99 
8 5 3	BB.K..CCCKUG.AAKUG.FF.UG.......EEETT K94 G99 E99 
8 5 3	BB...GCCC.UGAA.KUG.FFKU....K...EEETT K96 A99 G98 E99 
8 5 3	.BBK.GCCCKUG.AAKUG.FF.U.......EEE.TT B99 K94 G98 
8 5 3	BB...G.CCCUG.AAKUGFF.KU....K..EEE.TT K96 C99 G98 F99 
8 5 3	..BBU.CCCKU..AAKUG.FFK.G.....GEEETT. B98 K95 U99 T99 
8 5 3	..BBU.CCC.U.AA.KUG.FFK.G...K.G.EEETT B98 K98 U99 A99 E99 
8 5 3	...BBGCCC..G.AAKUG.FFKU....KU.EEE.TT B97 K96 U99 G98 
8 5 3	..BB.G..CCCG.AAKUG.FFKU....KU.EEE.TT B98 K98 C98 U99 G98 
8 5 3	..BB.GCCC.UGAA.KUG.FFKU....K...EEETT B98 K98 A99 G98 E99 
8 5 3	..BB..CCC.U.AA.KUGFF.KUG...K.G.EEETT B98 K98 A99 F99 E99 
8 5 3	..BB...CCCU.AA.KUGFF.KUG...K.GEEE.TT B98 K98 C99 A99 F99 
8 5 3	..BBU.CCC.U.AA.KUGFF.K.G...K.GEEE.TT B98 K98 U99 A99 F99 
8 5 3	..BB..CCC...AA.KUGFF.KUG...KUGEEE.TT B98 K98 U99 A99 F99 
8 5 3	..BB.GCCC.UG.AAKUGFF.KU....K..EEE.TT B98 K96 G98 F99 
8 5 3	.BBK..CCCK.G.AAKUG.FF.UG....U.EEE.TT B99 K94 U99 G99 
8 5 3	BB.K..CCCKU..AAKUGFF..UG.....G.EEETT K94 F99 E99 
8 5 3	BB..U.CCC.U..AAKUGFF.K.G...K.GEEE.TT B96 U99 K98 F99 
8 5 3	.BBK..CCCKU..AAKUGFF..UG.....GEEE.TT B99 K94 F99 
8 5 3	BB..U.CCC.U..AAKUGFF.K.G...K.G.EEETT K96 U99 F99 E99 
8 5 3	..BBU.CCC.U..AAKUGFF.K.G...K.G.EEETT B98 K98 U99 F99 E99 
8 5 3	....BB.CCCU..AAKUGFF.KUG...K.GEEE.TT B96 K96 C99 F99 
8 5 3	..BBU.CCC.UG.AAKUGFF.K.G...K..EEE.TT B98 K98 U99 G99 F99 
8 5 3	.BBK..CCCKU..AAKUG..FFUG.....GEEE.TT B99 K94 F99 
8 5 3	BB.....CCCUGAA.KUG.FFKUG...K..EEE.TT K96 C99 A99 G99 
8 5 3	BB....CCC....AAKUGFF.KUG...KUG.EEETT K96 U99 F99 E99 
8 5 3	..BB..CCC...AA.KUG.FFKUG...KUGEEE.TT B98 K96 U99 A99 
9 7 2	....BB.CCCU..AAKU.FF.KUG...K.GEEETTG B96 K98 C99 G99 F99 T99 
9 7 2	....BBCCC....AAKU.FF.KUG...KUGEEETTG B96 K96 U99 G99 F99 T99 
9 7 2	.BB...CCCKU.AA.KU..FFKUG.....GEEETTG B95 K97 A99 G99 T99 
9 7 2	..BB...CCCU.AA.KU.FF.KUG...K.GEEETTG B98 K98 C99 A99 G99 F99 T99 
9 7 2	.BB....CCCU..AAKU.FF.KUG...K.GEEETTG B97 C99 K98 F99 G99 T99 
9 7 2	.BB.U..CCCUGAA..UGFF.K.G...K..EEEKTT B99 K97 C99 U99 A99 G99 F99 
9 7 2	..BB...CCC...AAKU.FF.KUG...KUGEEETTG B98 K98 C99 U99 G99 F99 T99 
9 7 2	..BB...CCC..AA.KU..FFKUG...KUGEEETTG B98 K98 C99 U99 A99 G99 T99 
9 7 2	BB..U..CCCU..AAKU.FF.K.G...K.GEEETTG K96 C99 U99 G99 F99 T99 
9 7 2	.BB.U..CCCU..AAKU..FFK.G...K.GEEETTG B99 K96 C99 U99 G99 T99 
9 7 2	.BBKU.CCCKU..AAKU..FF..G.....GEEETTG B99 K94 U99 G99 T99 
9 7 2	BB.KU.CCCKU..AAKU...FF.G.....GEEETTG K94 U99 G99 F99 T99 
9 7 2	BB..U.CCCKU.AA.KU..FFK.G.....GEEETTG K95 U99 A99 G99 T99 
9 7 2	...BB..CCCU..AAKU.FF.KUG...K.GEEETTG B97 K96 C99 G99 F99 T99 
9 7 2	...BB.CCC....AAKU.FF.KUG...KUGEEETTG B97 K96 U99 G99 F99 T99 
9 7 2	....BBCCCKU.AA.KU..FFKUG.....GEEETTG K93 B96 A99 G99 T99 
9 7 2	...KBBCCCK..AA.KU..FF.UG....UGEEETTG B96 K94 U99 A99 G99 T99 
9 7 2	...BB.CCC...AA.KU.FF.KUG...KUGEEETTG B97 K98 U99 A99 G99 F99 T99 
9 7 2	...BB..CCCU.AA.KU.FF.KUG...K.GEEETTG B97 K98 C99 A99 G99 F99 T99 
9 7 2	..BBUG.CCCUGAA..UGFF.K.....K..EEEKTT B98 K97 C99 U99 A99 G98 F99 
9 7 2	...KBBCCCKU.AA.KU...FFUG.....GEEETTG B96 K94 A99 G99 F99 T99 
9 7 2	...KBBCCCK...AAKU...FFUG....UGEEETTG B96 K94 U99 G99 F99 T99 
9 7 2	...KBBCCCKU.AA.KU.FF..UG.....GEEETTG B96 K94 A99 G99 F99 T99 
9 7 2	...KBBCCCK...AAKU.FF..UG....UGEEETTG B96 K94 U99 G99 F99 T99 
9 7 2	...BB....CCC.AAKU..FFKUG...KUGEEETTG B97 K96 C97 U99 G99 T99 
9 7 2	.BB......CCC.AAKU..FFKUG...KUGEEETTG B99 K96 C97 U99 G99 T99 
9 7 2	BB......CCC..AAKU.FF.KUG...KUGEEETTG K96 C98 U99 G99 F99 T99 
9 7 2	....BB..CCC..AAKU..FFKUG...KUGEEETTG B96 K96 C98 U99 G99 T99 
9 7 2	...BB...CCC..AAKU..FFKUG...KUGEEETTG B97 K96 C98 U99 G99 T99 
9 7 2	.BB.....CCC..AAKU..FFKUG...KUGEEETTG B99 K96 C98 U99 G99 T99 
9 7 2	BB.....CCC...AAKU.FF.KUG...KUGEEETTG K96 C99 U99 G99 F99 T99 
9 7 2	....BB.CCC...AAKU..FFKUG...KUGEEETTG B96 K96 C99 U99 G99 T99 
9 7 2	...BB..CCC...AAKU..FFKUG...KUGEEETTG B97 K96 C99 U99 G99 T99 
9 7 2	....BBCCCK...AAKU..FFKUG....UGEEETTG B96 K95 U99 G99 T99 
9 7 2	.BB....CCC...AAKU..FFKUG...KUGEEETTG B99 K96 C99 U99 G99 T99 
9 7 2	...BB.CCCK...AAKU..FFKUG....UGEEETTG B97 K95 U99 G99 T99 
9 7 2	.BB...CCCK...AAKU..FFKUG....UGEEETTG B99 K95 U99 G99 T99 
9 7 2	BB.K..CCCK...AAKU...FFUG....UGEEETTG K94 U99 G99 F99 T99 
9 7 2	.BBK..CCCK...AAKU..FF.UG....UGEEETTG B99 K94 U99 G99 T99 
9 7 2	BB....CCCK..AA.KU..FFKUG....UGEEETTG K95 U99 A99 G99 T99 
9 7 2	BB.......CCCAA.KU..FFKUG...KUGEEETTG K96 C97 U99 A99 G99 T99 
9 7 2	BB......CCC.AA.KU..FFKUG...KUGEEETTG K96 C98 U99 A99 G99 T99 
9 7 2	....BBCCC...AA.KU..FFKUG...KUGEEETTG B96 K96 U99 A99 G99 T99 
9 7 2	.BB...CCC...AA.KU..FFKUG...KUGEEETTG B99 K96 U99 A99 G99 T99 
9 7 2	BB.....CCCU..AAKU.FF.KUG...K.GEEETTG K94 C99 G99 F99 T99 
9 7 2	..BB.....CCC.AAKU..FFKUG...KUGEEETTG B98 K96 C97 U99 G99 T99 
9 7 2	..BB....CCC..AAKU..FFKUG...KUGEEETTG B98 K96 C98 U99 G99 T99 
9 7 2	.BB....CCC.G..AAUGFF.KUG...KU.EEEKTT B99 K97 C99 U99 A99 G99 F99 
9 7 2	.BBK..CCCKU..AAKU.FF..UG.....GEEETTG B99 K94 G99 F99 T99 
9 7 2	BB.KU.CCCKU..AAKU.FF...G.....GEEETTG K94 U99 G99 F99 T99 
9 7 2	..BB..CCCK..AA.KU..FFKUG....UGEEETTG B98 K95 U99 A99 G99 T99 
9 7 2	.BB.U.CCCKU..AAKU.FF.K.G.....GEEETTG B99 K95 U99 G99 F99 T99 
9 7 2	BB..U.CCCKU.AA.KU.FF.K.G.....GEEETTG K95 U99 A99 G99 F99 T99 
9 7 2	....BBCCCKU.AA.KU.FF.KUG.....GEEETTG B96 K95 A99 G99 F99 T99 
9 7 2	..BB..CCCKU.AA.KU.FF.KUG.....GEEETTG B98 K95 A99 G99 F99 T99 
9 7 2	...BB.CCCKU.AA.KU.FF.KUG.....GEEETTG B97 K95 A99 G99 F99 T99 
9 7 2	.BB...CCCKU.AA.KU.FF.KUG.....GEEETTG B99 K95 A99 G99 F99 T99 
9 7 2	BB....CCCK..AA.KU.FF.KUG....UGEEETTG K95 U99 A99 G99 F99 T99 
9 7 2	BB.K..CCCK...AAKU.FF..UG....UGEEETTG K94 U99 G99 F99 T99 
9 7 2	....BBCCCK...AAKU.FF.KUG....UGEEETTG B96 K95 U99 G99 F99 T99 
9 7 2	...BB.CCCK...AAKU.FF.KUG....UGEEETTG B97 K95 U99 G99 F99 T99 
9 7 2	..BB..CCCK...AAKU.FF.KUG....UGEEETTG B98 K95 U99 G99 F99 T99 
9 7 2	.BB...CCCK...AAKU.FF.KUG....UGEEETTG B99 K95 U99 G99 F99 T99 
9 7 2	BB.KU.CCCKU.AA.KU..FF..G.....GEEETTG K94 U99 A99 G99 T99 
9 7 2	....BB.CCC.GAA..UGFF.KUG...KU.EEEKTT B96 K97 C99 U99 A99 G99 F99 
9 7 2	...BB...CCCGAA..UGFF.KUG...KU.EEEKTT B97 K97 C98 U99 A99 G99 F99 
9 7 2	BB.K..CCCK..AA.KU..FF.UG....UGEEETTG K94 U99 A99 G99 T99 
9 7 2	.BBK..CCCKU.AA.KU..FF.UG.....GEEETTG B99 K94 A99 G99 T99 
9 7 2	BB..U..CCCU.AA.KU..FFK.G...K.GEEETTG K96 C99 U99 A99 G99 T99 
9 7 2	BB.....CCC..AA.KU..FFKUG...KUGEEETTG K96 C99 U99 A99 G99 T99 
9 7 2	....BB.CCCU.AA.KU..FFKUG...K.GEEETTG B96 K96 C99 A99 G99 T99 
9 7 2	BB..U.CCC.U.AA.KU.FF.K.G...K.GEEETTG K96 U99 A99 G99 F99 T99 
9 7 2	..BB.....CCC..AAUGFF.KUG...KUGEEEKTT B96 C97 A99 U99 F99 K97 
9 7 2	.BB....CCCU.AA.KU..FFKUG...K.GEEETTG B99 K96 C99 A99 G99 T99 
9 7 2	BB.K..CCCKU.AA.KU.FF..UG.....GEEETTG K94 A99 G99 F99 T99 
9 7 2	BB.....CCCU.AA.KU.FF.KUG...K.GEEETTG K96 C99 A99 G99 F99 T99 
9 7 2	BB....CCC...AA.KU.FF.KUG...KUGEEETTG K96 U99 A99 G99 F99 T99 
9 7 2	....BBCCC.U.AA.KU.FF.KUG...K.GEEETTG B96 K96 A99 G99 F99 T99 
9 7 2	.BB...CCC.U.AA.KU.FF.KUG...K.GEEETTG B99 K96 A99 G99 F99 T99 
9 7 2	..BBU..CCCUG..AAUGFF.K.G...K..EEEKTT B98 K97 C99 U99 A99 G99 F99 
9 7 2	...BB..CCC.G..AAUGFF.KUG...KU.EEEKTT B97 K97 C99 U99 A99 G99 F99 
9 7 2	..BB..CCC.U.AA.KU.FF.KUG...K.GEEETTG B98 K98 A99 G95 F99 T99 
9 7 2	...BB..CCC.GAA..UGFF.KUG...KU.EEEKTT B97 K97 C99 U99 A99 G99 F99 
9 7 2	..BB....CCCG..AAUGFF.KUG...KU.EEEKTT B98 K97 C98 U99 A99 G99 F99 
9 7 2	...BB...CCCG..AAUGFF.KUG...KU.EEEKTT B97 K97 C98 U99 A99 G99 F99 
9 7 2	.BB.....CCCG..AAUGFF.KUG...KU.EEEKTT B99 K97 C98 U99 A99 G99 F99 
9 7 2	.BB.U.CCC.U..AAKU.FF.K.G...K.GEEETTG B97 U99 K98 F99 G99 T99 
9 7 2	..BB..CCC....AAKU.FF.KUG...KUGEEETTG B98 K98 U97 G99 F99 T99 
9 7 2	..BBU..CCCU..AAKU.FF.K.G...K.GEEETTG B98 K98 C99 U99 G99 F99 T99 
9 7 2	..BB..CCCK...AAKU..FFKUG....UGEEETTG B98 K97 U97 G99 T99 
9 7 2	..BBU.CCCKU..AAKU.FF.K.G.....GEEETTG B98 K97 U99 G99 F99 T99 
9 7 2	.BB.U.CCCKU..AAKU..FFK.G.....GEEETTG B97 U99 K97 G99 T99 
9 7 2	..BBU.CCCKU.AA.KU..FFK.G.....GEEETTG B98 K97 U99 A99 G99 T99 
9 7 2	..BBU.CCC.U.AA.KU.FF.K.G...K.GEEETTG B98 K98 U99 A99 G99 F99 T99 
9 7 2	..BBU..CCCU.AA.KU..FFK.G...K.GEEETTG B98 K98 C99 U99 A99 G99 T99 
9 7 2	..BB..CCC...AA.KU..FFKUG...KUGEEETTG B98 K98 U97 A99 G99 T99 
9 7 2	.BB.U.CCC.U.AA.KU..FFK.G...K.GEEETTG B97 U99 A99 K98 G99 T99 
9 7 2	...BBG.CCC.G..AAUGFF.KU....KU.EEEKTT B97 K97 C99 U99 A99 G98 F99 
9 7 2	.BB..G..CCCG..AAUGFF.KU....KU.EEEKTT B99 K97 C98 U99 A99 G98 F99 
9 7 2	.BB.U..CCCUG..AAUGFF.K.G...K..EEEKTT B99 K97 C99 U99 A99 G99 F99 
9 7 2	.BB.UG.CCCUG..AAUGFF.K.....K..EEEKTT B99 K97 C99 U99 A99 G98 F99 
9 7 2	....BB..CCCG..AAUGFF.KUG...KU.EEEKTT B96 K97 C98 U99 A99 G99 F99 
9 7 2	...BBG..CCCG..AAUGFF.KU....KU.EEEKTT B97 K97 C98 U99 A99 G98 F99 
9 7 2	BB.K..CCCKU.AA.KU...FFUG.....GEEETTG K94 A99 G99 F99 T99 
9 7 2	BB.K..CCCKU..AAKU...FFUG.....GEEETTG K94 G97 F99 T99 
9 7 2	..BB..CCCKU.AA.KU..FFKUG.....GEEETTG B98 K95 A99 G95 T99 
9 7 2	....BB.CCC.G..AAUGFF.KUG...KU.EEEKTT B96 K97 C99 U99 A99 G99 F99 
9 7 2	..BBUG.CCCUG..AAUGFF.K.....K..EEEKTT B98 K97 C99 U99 A99 G98 F99 
9 7 2	BB.......CCC.AAKU.FF.KUG...KUGEEETTG K96 C97 U99 G99 F99 T99 
9 7 2	..BB.G..CCCG..AAUGFF.KU....KU.EEEKTT B98 K97 C98 U99 A99 G98 F99 
9 7 2	....BB...CCC.AAKU..FFKUG...KUGEEETTG B96 K96 C97 U99 G99 T99 
9 7 2	..BBU..CCCUGAA..UGFF.K.G...K..EEEKTT B98 K97 C99 U99 A99 G99 F99 
9 7 2	BB.KU.CCCKU..AAKU....FFG.....GEEETTG K94 U99 G99 F98 T99 
9 7 2	BB.K..CCCK..AA.KU.FF..UG....UGEEETTG K94 U99 A99 G99 F99 T99 
9 7 2	.BB..G.CCC.G..AAUGFF.KU....KU.EEEKTT B99 K97 C99 U99 A99 G98 F99 
9 7 2	..BB...CCC.G..AAUGFF.KUG...KU.EEEKTT B98 K97 C99 U99 A99 G99 F99 
9 7 2	...BBG.CCC.GAA..UGFF.KU....KU.EEEKTT B97 K97 C99 U99 A99 G98 F99 
9 7 2	.BB..G.CCC.GAA..UGFF.KU....KU.EEEKTT B99 K97 C99 U99 A99 G98 F99 
9 7 2	..BB.G.CCC.GAA..UGFF.KU....KU.EEEKTT B98 K97 C99 U99 A99 G98 F99 
9 7 2	..BB...CCC.GAA..UGFF.KUG...KU.EEEKTT B98 K97 C99 U99 A99 G99 F99 
9 7 2	.BB.UG.CCCUGAA..UGFF.K.....K..EEEKTT B99 K97 C99 U99 A99 G98 F99 
9 7 2	..BB.G.CCC.G..AAUGFF.KU....KU.EEEKTT B98 K97 C99 U99 A99 G98 F99 
9 7 2	BB.K..CCCK..AA.KU...FFUG....UGEEETTG K94 U99 A99 G99 F99 T99 
9 7 2	.BBK..CCCKU..AAKU...FFUG.....GEEETTG B99 K94 G99 F99 T99 
9 7 2	.BB...CCC....AAKU.FF.KUG...KUGEEETTG B99 K96 U99 G99 F99 T99 
9 7 2	...BB....CCCAA.KU..FFKUG...KUGEEETTG B97 K98 C97 U99 A99 G99 T99 
9 7 2	..BB....CCCGAA..UGFF.KUG...KU.EEEKTT B98 K97 C98 U99 A99 G99 F99 
9 7 2	...BBG..CCCGAA..UGFF.KU....KU.EEEKTT B97 K97 C98 U99 A99 G98 F99 
9 7 2	.BB...CCCK..AA.KU..FFKUG....UGEEETTG B99 K95 U99 A99 G99 T99 
9 7 2	.BBK..CCCK..AA.KU..FF.UG....UGEEETTG B99 K94 U99 A99 G99 T99 
9 7 2	.BB..G..CCCGAA..UGFF.KU....KU.EEEKTT B99 K97 C98 U99 A99 G98 F99 
9 7 2	.BBK..CCCK...AAKU.FF..UG....UGEEETTG B99 K94 U99 G99 F99 T99 
9 7 2	.BBK..CCCKU.AA.KU.FF..UG.....GEEETTG B99 K94 A99 G99 F99 T99 
9 7 2	....BB..CCCGAA..UGFF.KUG...KU.EEEKTT B96 K97 C98 U99 A99 G99 F99 
9 7 2	..BB.G..CCCGAA..UGFF.KU....KU.EEEKTT B98 K97 C98 U99 A99 G98 F99 
9 7 2	....BBCCCK..AA.KU..FFKUG....UGEEETTG B96 K95 U99 A99 G99 T99 
9 7 2	...BB..CCC..AA.KU..FFKUG...KUGEEETTG B97 K98 C99 U99 A99 G99 T99 
9 7 2	...BB.CCCK..AA.KU..FFKUG....UGEEETTG B97 K97 U99 A99 G99 T99 
9 7 2	BB.KU.CCCKU.AA.KU....FFG.....GEEETTG K94 U99 A99 G99 F98 T99 
9 7 2	.BBKU.CCCKU.AA.KU..FF..G.....GEEETTG B99 K94 U99 A99 G99 T99 
9 7 2	BB.KU.CCCKU.AA.KU.FF...G.....GEEETTG K94 U99 A99 G99 F99 T99 
9 7 2	BB.KU.CCCKU.AA.KU...FF.G.....GEEETTG K94 U99 A99 G99 F99 T99 
9 7 2	.BB....CCC.GAA..UGFF.KUG...KU.EEEKTT B99 K97 C99 U99 A99 G99 F99 
9 7 2	.BB.....CCCGAA..UGFF.KUG...KU.EEEKTT B99 K97 C98 U99 A99 G99 F99 
9 7 2	...BB...CCC.AA.KU..FFKUG...KUGEEETTG B97 K98 C98 U99 A99 G99 T99 
9 6 3	.BB.U.CCC.UG.AAKUG.FFK.G...K..EEETT. B99 K96 U99 G99 T99 
9 6 3	BB...G.CCCUGAA.KUG.FFKU....K..EEETT. K96 C99 A99 G98 T99 
9 6 3	..BB...CCC..AA.KUG.FFKUG...KUGEEE.TT B98 K96 C99 U99 A99 
9 6 3	....BB.CCCU.AA.KUG.FFKUG...K.GEEETT. B96 K96 C99 A99 T99 
9 6 3	....BB.CCCU..AAKUGFF.KUG...K.GEEETT. B96 K96 C99 F99 T99 
9 6 3	...BBGCCCKUGAA.KUGFF.KU.......EEE.TT B97 K95 A99 G98 F99 
9 6 3	.BB..G.CCCUGAA.KUG.FFKU....K..EEE.TT B99 K96 C99 A99 G98 
9 6 3	BB....CCC..GAA.KUG.FFKUG...KU.EEETT. K96 U99 A99 G99 T99 
9 6 3	.BB...CCC.UGAA.KUG.FFKUG...K..EEETT. B99 K96 A99 G99 T99 
9 6 3	BB...GCCC..G.AAKUGFF.KU....KU.EEETT. K96 U99 G98 F99 T99 
9 6 3	BB....CCC.UGAA.KUGFF.KUG...K...EEETT K96 A99 G99 F99 E99 
9 6 3	BB.KU.CCCKUGAA.KUG.FF..G......EEETT. K94 U99 A99 G99 T99 
9 6 3	BB....CCC..G.AAKUGFF.KUG...KU.EEETT. K96 U99 G99 F99 T99 
9 6 3	..BB.G..CCCG.AAKUG.FFKU....KU.EEE.TT B98 K96 C98 U99 G98 
9 6 3	BB.....CCCUGAA.KUG.FFKUG...K..EEETT. K96 C99 A99 G99 T99 
9 6 3	.BB...CCCK..AA.KUG.FFKUG....UGEEETT. B99 K95 U99 A99 T99 
9 6 3	..BB..CCCKU.AA.KUGFF.KUG.....GEEETT. B98 K95 A99 F99 T99 
9 6 3	BB.....CCC..AA.KUGFF.KUG...KUGEEE.TT K96 C99 U99 A99 F99 
9 6 3	.BB...CCC.UGAA.KUG.FFKUG...K..EEETT. B95 G99 A99 K98 T99 
9 6 3	...KBBCCCKU.AA.KUGFF..UG.....G.EEETT B96 K94 A99 F99 E99 
9 6 3	...BBGCCC..GAA.KUGFF.KU....KU.EEE.TT B97 K98 U99 A99 G98 F99 
9 6 3	..BBU.CCC.UG.AAKUGFF.K.G...K..EEETT. B98 K98 U99 G99 F99 T99 
9 6 3	...BB.CCC.UGAA.KUGFF.KUG...K..EEETT. B97 K98 A99 G99 F99 T99 
9 6 3	.BB...CCCKU.AA.KUGFF.KUG.....G.EEETT B99 K95 A99 F99 E99 
9 6 3	..BB..CCCK..AA.KUGFF.KUG....UGEEE.TT B98 K95 U99 A99 F99 
9 6 3	..BBU.CCCKU.AA.KUGFF.K.G.....GEEE.TT B98 K95 U99 A99 F99 
9 6 3	BB.K.GCCCK.GAA.KUG.FF.U.....U.EEETT. K94 U99 A99 G98 T99 
9 6 3	.BB...CCCKU.AA.KUGFF.KUG.....GEEETT. B99 K95 A99 F99 T99 
9 6 3	.BB......CCC.AAKUGFF.KUG...KUGEEE.TT B99 K96 C97 U99 F99 
9 6 3	..BBU.CCCKUG.AAKUG.FFK.G......EEE.TT B98 K95 U99 G99 
9 6 3	.BBK.GCCCKUGAA.KUG.FF.U........EEETT B99 K94 A99 G98 E99 
9 6 3	...BBGCCC.UGAA.KUGFF.KU....K...EEETT B97 K98 A99 G98 F99 E99 
9 6 3	..BBU.CCCKUG.AAKUG.FFK.G......EEETT. B98 K97 U99 G99 T99 
9 6 3	.BB....CCC...AAKUGFF.KUG...KUGEEE.TT B99 K96 C99 U99 F99 
9 6 3	.BB......CCCAA.KUG.FFKUG...KUGEEE.TT B99 K96 C97 U99 A99 
9 6 3	.BBK.GCCCKUGAA.KUG.FF.U.......EEETT. B99 K94 A99 G98 T99 
9 6 3	BB.....CCC.G.AAKUG.FFKUG...KU.EEETT. K96 C99 U99 G99 T99 
9 6 3	BB.....CCC.G.AAKUG.FFKUG...KU..EEETT K96 C99 U99 G99 E99 
9 6 3	BB...G.CCC.G.AAKUG.FFKU....KU.EEETT. K96 C99 U99 G98 T99 
9 6 3	.BBKU.CCCKUG.AAKUG.FF..G......EEETT. B99 K94 U99 G99 T99 
9 6 3	..BB.GCCC..G.AAKUGFF.KU....KU.EEETT. B98 K98 U99 G98 F99 T99 
9 6 3	BB......CCCG.AAKUGFF.KUG...KU.EEE.TT K96 C98 U99 G99 F99 
9 6 3	.BBK..CCCKUG.AAKUGFF..UG......EEETT. B99 K94 G99 F99 T99 
9 6 3	..BB.GCCC..G.AAKUGFF.KU....KU..EEETT B98 K98 U99 G98 F99 E99 
9 6 3	.BB.U.CCCKUG.AAKUG.FFK.G......EEETT. B99 K95 U99 G99 T99 
