3 0 3	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
10 7 3	.BBKU.CCCKU..AAKUG...FFG.....GEEE.TT B99 K94 U99 F94 
10 7 3	.BB..GCCCK.G.AAKUGFF.KU.....U..EEETT B99 K95 U99 G98 F99 E99 
10 7 3	..BBU.CCCKUGAA.KUGFF.K.G......EEE.TT B98 K95 U99 A99 G99 F99 
10 7 3	BB....CCC....AAKUGFF.KUG...KUGEEETT. B92 U99 K96 F99 T99 
10 7 3	...BB.CCC..GAA.KUGFF.KUG...KU.EEE.TT B97 K96 U99 A99 G99 F99 
10 7 3	.BB.U.CCC.U..AAKUGFF.K.G...K.GEEETT. B99 K96 U97 F99 T99 
10 7 3	..BB...CCC..AA.KUGFF.KUG...KUG.EEETT B98 K98 C99 U99 A99 F99 E99 
10 7 3	.BB.UGCCC.UG.AAKUG...KFF...K..EEE.TT B99 K92 U99 G98 F97 
10 7 3	..BB.G..CCCGAA.KUGFF.KU....KU.EEE.TT B98 K98 C98 U99 A99 G98 F99 
10 7 3	..BB...CCC.GAA.KUG.FFKUG...KU.EEETT. B98 K98 C99 U99 A99 G99 T99 
10 7 3	BB.KUGCCCKUGAA.KUGFF..........EEETT. K94 U99 A99 G98 F99 T99 
10 7 3	...BB.CCCK...AAKUGFF.KUG....UG.EEETT B97 K95 U99 F99 E99 
10 7 3	..BB....CCC.AA.KUGFF.KUG...KUGEEETT. B98 K98 C98 U99 A99 F99 T99 
10 7 3	..BB.....CCCAA.KUGFF.KUG...KUGEEETT. B98 K98 C97 U99 A99 F99 T99 
10 7 3	..BB....CCCGAA.KUGFF.KUG...KU.EEE.TT B98 K98 C98 U99 A99 G99 F99 
10 7 3	.BBK.GCCCKUG.AAKUG..FFU.......EEETT. B99 K94 G98 F97 T99 
10 7 3	.BB..GCCCK.GAA.KUGFF.KU.....U.EEE.TT B99 K95 U99 A99 G98 F99 
10 7 3	.BB.UGCCC.UGAA.KUGFF.K.....K..EEE.TT B99 K96 U99 A99 G98 F99 
11 9 2	.BB.....CCC.AA.KU.FF.KUG...KUGEEETTG B99 K96 C98 U99 A99 G99 F99 T99 
11 9 2	BB..UG.CCCUGAA..UG...KFF...K..EEEKTT K91 C99 U99 A99 G98 F97 
11 9 2	.BB......CCCAA.KU.FF.KUG...KUGEEETTG B99 K96 C97 U99 A99 G99 F99 T99 
11 9 2	.BB....CCC..AA.KU.FF.KUG...KUGEEETTG B99 K96 C99 U99 A99 G99 F99 T99 
11 9 2	.BB.UG.CCCUGAA..UG...KFF...K..EEEKTT B99 K91 C99 U99 A99 G98 F97 
11 9 2	....BB..CCC.AA.KU.FF.KUG...KUGEEETTG B96 K96 C98 U99 A99 G99 F99 T99 
11 9 2	....BB...CCCAA.KU.FF.KUG...KUGEEETTG B96 K96 C97 U99 A99 G99 F99 T99 
11 9 2	.BB.UG.CCCUG..AAUG...KFF...K..EEEKTT B99 K91 C99 U99 A99 G98 F97 
11 9 2	BB..UG.CCCUG..AAUG...KFF...K..EEEKTT K91 C99 U99 A99 G98 F97 
11 9 2	..BBUGCCC.UGAA..UG...KFF...K..EEEKTT B98 K91 U99 A99 G98 F97 
11 9 2	..BBUG.CCCUG.AA.UG...KFF...K..EEEKTT B98 K91 C99 U99 G98 F97 
11 9 2	..BBUGCCC.UG..AAUG...KFF...K..EEEKTT B98 K91 U99 A99 G98 F97 
11 9 2	.BB.U..CCCU.AA.KU.FF.K.G...K.GEEETTG B99 K96 C99 U99 A99 G99 F99 T99 
11 8 3	BB.KU.CCCKUGAA.KUG..FF.G......EEETT. K94 U99 A99 G97 F99 T99 
11 8 3	....BB.CCC.GAA.KUG.FFKUG...KU.EEETT. B96 K96 C99 U99 A99 G99 T99 
11 8 3	...BBGCCCK.GAA.KUGFF.KU.....U.EEETT. B97 K95 U99 A99 G98 F99 T99 
11 8 3	..BB.G.CCC.G.AAKUGFF.KU....KU.EEETT. B98 K98 C99 U99 G96 F99 T99 
11 8 3	.BB.U..CCCUGAA.KUGFF.K.G...K..EEE.TT B99 K96 C99 U99 A99 G99 F99 
11 8 3	.BB..GCCC..GAA.KUGFF.KU....KU..EEETT B99 K96 U99 A99 G98 F99 E99 
11 8 3	.BB.U..CCCUGAA.KUG.FFK.G...K..EEETT. B99 K96 C99 U99 A99 G99 T99 
11 8 3	.BB..GCCC..GAA.KUGFF.KU....KU.EEETT. B99 K96 U99 A99 G98 F99 T99 
11 8 3	.BB...CCC..GAA.KUGFF.KUG...KU.EEETT. B99 K96 U99 A99 G99 F99 T99 
11 8 3	.BB..G.CCCUGAA.KUGFF.KU....K..EEETT. B99 K96 C99 A99 G98 F99 T99 
11 8 3	..BBUG.CCCUGAA.KUGFF.K.....K..EEE.TT B98 K96 C99 U99 A99 G98 F99 
11 8 3	.BBKU.CCCKU..AAKUG.FF..G.....GEEETT. B99 K94 U99 G98 T99 
11 8 3	BB..UG.CCCUGAA.KUGFF.K.....K..EEETT. K96 C99 U99 A99 G98 F99 T99 
11 8 3	.BB.UG.CCCUG.AAKUG.FFK.....K..EEETT. B99 K96 C99 U99 G96 T99 
11 8 3	...BBGCCC..G.AAKUGFF.KU....KU.EEETT. B97 K96 U99 G96 F99 T99 
11 8 3	.BB....CCC.GAA.KUG.FFKUG...KU.EEETT. B99 K96 C99 U99 A99 G99 T99 
11 8 3	...BBG.CCCUGAA.KUGFF.KU....K..EEETT. B97 K98 C99 A99 G96 F99 T99 
11 8 3	...BBG.CCCUG.AAKUGFF.KU....K..EEETT. B97 K96 C99 G96 F99 T99 
11 8 3	...BB.CCC..G.AAKUGFF.KUG...KU.EEETT. B97 K96 U99 G97 F99 T99 
11 8 3	....BB.CCCUGAA.KUGFF.KUG...K..EEETT. B96 K96 C99 A99 G99 F99 T99 
11 8 3	...KBBCCCK.GAA.KUG.FF.UG....U.EEETT. B96 K94 U99 A99 G97 T99 
11 8 3	.BB..G.CCC.GAA.KUG.FFKU....KU.EEETT. B99 K96 C99 U99 A99 G98 T99 
11 8 3	.BB.....CCC.AA.KUGFF.KUG...KUG.EEETT B99 K96 C98 U99 A99 F99 E99 
11 8 3	.BB.U..CCCUG.AAKUG.FFK.G...K..EEETT. B99 K96 C99 U99 G97 T99 
11 8 3	.BBK.GCCCK.GAA.KUGFF..U.....U.EEETT. B99 K94 U99 A99 G98 F99 T99 
11 8 3	BB.KU.CCCKUG.AAKUG...FFG......EEETT. K94 U99 G97 F98 T99 
11 8 3	...KBBCCCK.G.AAKUG..FFUG....U.EEETT. B96 K94 U99 G97 F99 T99 
11 8 3	....BBCCC..G.AAKUGFF.KUG...KU.EEETT. B96 K96 U99 G97 F99 T99 
11 8 3	...BB..CCC.G.AAKUG.FFKUG...KU.EEETT. B97 K96 C99 U99 G97 T99 
11 8 3	.BBK.GCCCK.GAA.KUGFF..U.....U.EEETT. B99 K94 U99 A99 G98 F99 T99 
11 8 3	..BB.GCCCK.GAA.KUG.FFKU.....U.EEETT. B98 K95 U99 A99 G96 T99 
11 8 3	.BB...CCC..GAA.KUGFF.KUG...KU.EEETT. B99 K96 U99 A99 G99 F99 T99 
11 8 3	....BBCCC..GAA.KUGFF.KUG...KU.EEETT. B96 K96 U99 A99 G99 F99 T99 
11 8 3	...BBG..CCCG.AAKUG.FFKU....KU.EEETT. B97 K96 C98 U99 G96 T99 
11 8 3	.BB....CCC.G.AAKUGFF.KUG...KU.EEETT. B99 K96 C99 U99 G99 F99 T99 
11 8 3	...BBG.CCC.G.AAKUG.FFKU....KU.EEETT. B97 K96 C99 U99 G96 T99 
11 8 3	....BB..CCCG.AAKUG.FFKUG...KU.EEETT. B96 K96 C98 U99 G97 T99 
11 8 3	.BB..G..CCCG.AAKUG.FFKU....KU.EEETT. B99 K96 C98 U99 G96 T99 
11 8 3	.BB..G.CCC.G.AAKUGFF.KU....KU.EEETT. B99 K96 C99 U99 G98 F99 T99 
11 8 3	BB..UGCCCKUGAA.KUG...KFF......EEETT. K93 U99 A99 G98 F97 T99 
11 8 3	...BBGCCCK.GAA.KUG.FFKU.....U.EEETT. B97 K97 U99 A99 G96 T99 
11 8 3	.BB..G..CCCG.AAKUGFF.KU....KU.EEETT. B99 K96 C98 U99 G98 F99 T99 
11 8 3	BB....CCC.UGAA.KUG.FFKUG...K..EEETT. K92 U98 A99 G99 T99 
11 8 3	.BBKU.CCCKUGAA.KUG..FF.G......EEETT. B99 K94 U99 A99 G99 F99 T99 
11 8 3	BB.KU.CCCKU..AAKUGFF...G.....GEEETT. K94 U99 G98 F99 T99 
11 8 3	.BB..G.CCC.G.AAKUG.FFKU....KU.EEETT. B99 K96 C99 U99 G96 T99 
11 8 3	BB..U..CCCUG.AAKUGFF.K.G...K..EEETT. K96 C99 U99 G97 F99 T99 
11 8 3	BB.K.GCCCK.G.AAKUG..FFU.....U.EEETT. K94 U99 G96 F99 T99 
11 8 3	.BBKU.CCCKUGAA.KUG...FFG......EEETT. B99 K94 U99 A99 G99 F98 T99 
11 8 3	BB.K..CCCK.G.AAKUG..FFUG....U.EEETT. K94 U99 G97 F99 T99 
11 8 3	.BB..GCCCK.GAA.KUG.FFKU.....U.EEETT. B99 K95 U99 A99 G96 T99 
11 8 3	.BBKU.CCCKUGAA.KUG.FF..G......EEETT. B99 K94 U99 A99 G97 T99 
11 8 3	BB...G..CCCGAA.KUG.FFKU....KU.EEETT. K96 C98 U99 A99 G96 T99 
11 8 3	...BB...CCCG.AAKUGFF.KUG...KU..EEETT B97 K96 C98 U99 G99 F99 E99 
11 8 3	...BB..CCC.G.AAKUGFF.KUG...KU.EEETT. B97 K96 C99 U99 G99 F99 T99 
11 8 3	.BBK.GCCCKUG.AAKUG..FFU.......EEETT. B99 K94 G96 F99 T99 
11 8 3	....BBCCC..GAA.KUG.FFKUG...KU.EEETT. B96 K96 U99 A99 G97 T99 
11 8 3	.BB...CCC..GAA.KUG.FFKUG...KU.EEETT. B99 K96 U99 A99 G97 T99 
11 8 3	...BB...CCCG.AAKUGFF.KUG...KU.EEETT. B97 K96 C98 U99 G99 F99 T99 
11 8 3	BB......CCCGAA.KUG.FFKUG...KU.EEETT. K96 C98 U99 A99 G97 T99 
11 8 3	...BBGCCCKUGAA.KUGFF.KU.......EEETT. B97 K95 A99 G96 F99 T99 
11 8 3	....BB.CCC.GAA.KUGFF.KUG...KU.EEE.TT B96 K96 C99 U99 A99 G99 F99 
11 8 3	...KBBCCCK.GAA.KUGFF..UG....U..EEETT B96 K94 U99 A99 G99 F99 E99 
11 8 3	..BBUGCCCKUGAA.KUGFF.K........EEETT. B98 K95 U99 A99 G98 F99 T99 
11 8 3	.BB..GCCCK.GAA.KUGFF.KU.....U..EEETT B99 K95 U99 A99 G98 F99 E99 
11 8 3	BB....CCC..GAA.KUGFF.KUG...KU..EEETT K96 U97 A99 G99 F99 E99 
11 8 3	BB....CCC..GAA.KUGFF.KUG...KU.EEETT. K96 U99 A99 G97 F99 T99 
11 8 3	..BB.GCCCKUGAA.KUGFF.KU.......EEETT. B98 K95 A99 G96 F99 T99 
11 8 3	BB.....CCC.GAA.KUGFF.KUG...KU.EEETT. K96 C99 U99 A99 G99 F99 T99 
11 8 3	....BBCCCKUGAA.KUGFF.KUG......EEETT. B96 K95 A99 G97 F99 T99 
11 8 3	.BB..GCCCKUGAA.KUGFF.KU.......EEETT. B99 K95 A99 G96 F99 T99 
11 8 3	.BB...CCCK.G.AAKUGFF.KUG....U.EEETT. B99 K95 U99 G97 F99 T99 
11 8 3	.BB.U..CCCUG.AAKUGFF.K.G...K..EEETT. B97 U99 C99 G99 K98 F99 T99 
11 8 3	BB....CCCK.GAA.KUGFF.KUG....U.EEETT. K95 U99 A99 G97 F99 T99 
11 8 3	..BBU..CCCUGAA.KUGFF.K.G...K..EEETT. B98 K98 C99 U99 A99 G99 F99 T99 
11 8 3	.BB..GCCCK.G.AAKUGFF.KU.....U.EEETT. B99 K95 U99 G96 F99 T99 
11 8 3	..BB.GCCCK.G.AAKUGFF.KU.....U.EEETT. B98 K95 U99 G96 F99 T99 
11 8 3	..BB..CCCK.G.AAKUGFF.KUG....U.EEETT. B98 K95 U99 G97 F99 T99 
11 8 3	...BBG.CCC.GAA.KUGFF.KU....KU..EEETT B97 K98 C99 U99 A99 G98 F99 E99 
11 8 3	....BB.CCCUG.AAKUGFF.KUG...K..EEETT. B96 K98 C99 G97 F99 T99 
11 8 3	..BB.G.CCCUGAA.KUGFF.KU....K..EEETT. B98 K98 C99 A99 G96 F99 T99 
11 8 3	...BB...CCCGAA.KUGFF.KUG...KU.EEE.TT B97 K96 C98 U99 A99 G99 F99 
11 8 3	...BBGCCCK.GAA.KUGFF.KU.....U..EEETT B97 K97 U99 A99 G98 F99 E99 
11 8 3	...BBG..CCCGAA.KUGFF.KU....KU..EEETT B97 K98 C98 U99 A99 G98 F99 E99 
11 8 3	BB...G.CCC.GAA.KUG.FFKU....KU.EEETT. K96 C99 U99 A99 G96 T99 
11 8 3	.BB....CCCUGAA.KUG.FFKUG...K..EEETT. B99 K96 C99 A99 G97 T99 
11 8 3	..BBU.CCCKUG.AAKUGFF.K.G......EEE.TT B98 K97 U99 G99 F99 T98 
11 8 3	.BBK.GCCCK.GAA.KUGFF..U.....U.EEETT. B99 K94 U99 A99 G98 F99 T99 
11 8 3	.BB..G.CCCUGAA.KUG.FFKU....K..EEETT. B99 K96 C99 A99 G96 T99 
11 8 3	BB...G.CCCUGAA.KUGFF.KU....K..EEETT. K96 C99 A99 G96 F99 T99 
11 8 3	....BBCCC.UGAA.KUGFF.KUG...K..EEETT. B96 K96 A99 G97 F99 T99 
11 8 3	BB...GCCC..GAA.KUGFF.KU....KU.EEETT. K96 U99 A99 G96 F99 T99 
11 8 3	BB.....CCCUGAA.KUGFF.KUG...K..EEETT. K96 C99 A99 G97 F99 T99 
11 8 3	..BBU.CCCKUG.AAKUGFF.K.G......EEETT. B98 K97 U99 G97 F99 T99 
11 8 3	.BB...CCCK.GAA.KUGFF.KUG....U..EEETT B99 K95 U99 A99 G99 F99 E99 
11 8 3	.BB..G.CCCUGAA.KUGFF.KU....K...EEETT B95 G98 C99 A99 K98 F99 E99 
11 8 3	....BBCCCK.GAA.KUG.FFKUG....U.EEETT. B96 K95 U99 A99 G97 T99 
11 8 3	...BBGCCCKUGAA.KUGFF.KU........EEETT B97 K95 A99 G98 F99 E99 
11 8 3	..BB..CCC.U.AA.KUGFF.KUG...K.GEEETT. B98 K98 A99 G94 F99 T99 
11 8 3	..BBUGCCCKUGAA.KUGFF.K.........EEETT B98 K95 U99 A99 G98 F99 E99 
11 8 3	...BB..CCC.GAA.KUGFF.KUG...KU.EEE.TT B97 K96 C99 U99 A99 G99 F99 
11 8 3	..BB..CCC..G.AAKUGFF.KUG...KU.EEETT. B98 K98 U97 G97 F99 T99 
11 8 3	.BB.UGCCCKUGAA.KUGFF.K........EEETT. B99 K95 U99 A99 G98 F99 T99 
11 8 3	...BBG.CCC.GAA.KUGFF.KU....KU.EEETT. B97 K98 C99 U99 A99 G98 F99 T99 
11 8 3	..BBUG.CCCUG.AAKUGFF.K.....K..EEETT. B98 K98 C99 U99 G96 F99 T99 
11 8 3	.BBK.GCCCK.GAA.KUG..FFU.....U..EEETT B99 K94 U99 A99 G98 F99 E99 
11 8 3	.BB......CCCAA.KUGFF.KUG...KUG.EEETT B99 K96 C97 U99 A99 F99 E99 
11 8 3	..BBU.CCCKUGAA.KUGFF.K.G......EEETT. B98 K97 U99 A99 G99 F99 T99 
11 8 3	.BB.U.CCC.UGAA.KUGFF.K.G...K..EEETT. B99 K96 U99 A99 G99 F99 T99 
11 8 3	.BBKUGCCCKUGAA.KUGFF..........EEETT. B99 K94 U99 A99 G98 F99 T99 
11 8 3	...BB..CCC.G.AAKUGFF.KUG...KU..EEETT B97 K96 C99 U99 G99 F99 E99 
11 8 3	.BBK.GCCCK.GAA.KUGFF..U.....U.EEETT. B99 K94 U99 A99 G98 F99 T99 
11 8 3	.BBKUGCCCKUGAA.KUG..FF........EEETT. B99 K94 U99 A99 G98 F99 T99 
11 8 3	BB.K..CCCK.G.AAKUGFF..UG....U.EEETT. B98 K94 G99 U99 F99 T99 
11 8 3	.BBK..CCCK.GAA.KUGFF..UG....U.EEETT. B99 K94 U99 A99 G99 F99 T99 
11 8 3	...BBG.CCC.G.AAKUGFF.KU....KU.EEETT. B97 K96 C99 U99 G98 F99 T99 
11 8 3	.BBKUGCCCKUGAA.KUG...FF.......EEETT. B99 K94 U99 A99 G98 F98 T99 
11 8 3	....BB.CCC.G.AAKUGFF.KUG...KU.EEETT. B96 K96 C99 U99 G99 F99 T99 
11 8 3	...BBG..CCCG.AAKUGFF.KU....KU.EEETT. B97 K98 C98 U99 G98 F99 T99 
11 8 3	..BB.GCCCK.GAA.KUGFF.KU.....U.EEETT. B98 K97 U99 A99 G98 F99 T99 
11 8 3	....BB.CCC..AA.KUGFF.KUG...KUGEEETT. B96 K96 C99 U99 A99 F99 T99 
11 9 2	....BB.CCC..AA.KU.FF.KUG...KUGEEETTG B96 K96 C99 U99 A99 G99 F99 T99 
11 8 3	.BB.UGCCC.UGAA.KUG.FFK.....K..EEETT. B97 U99 A99 K98 G96 T99 
11 8 3	....BB.CCCUGAA.KUGFF.KUG...K..EEETT. B96 K96 C99 A99 G99 F99 T99 
11 8 3	..BB..CCCK.GAA.KUGFF.KUG....U..EEETT B98 K95 U99 A99 G99 F99 E99 
11 8 3	....BBCCC..GAA.KUGFF.KUG...KU.EEETT. B96 K96 U99 A99 G99 F99 T99 
11 8 3	.BB....CCC.GAA.KUG.FFKUG...KU.EEE.TT B95 C99 G99 A99 K96 U99 
11 8 3	BB.KU.CCCKU..AAKUG.FF..G.....GEEETT. B98 K94 U99 G96 T99 
11 8 3	.BB.U.CCC.UG.AAKUGFF.K.G...K..EEETT. B97 U99 K98 F99 G97 T99 
11 8 3	..BB..CCCK.GAA.KUGFF.KUG....U.EEETT. B98 K95 U99 A99 G99 F99 T99 
11 8 3	....BB.CCC.G.AAKUGFF.KUG...KU.EEETT. B96 K96 C99 U99 G99 F99 T99 
11 8 3	.BB.U..CCCUGAA.KUG.FFK.G...K..EEE.TT B97 C99 U99 G99 A99 K96 
11 8 3	.BBK..CCCK.GAA.KUGFF..UG....U..EEETT B99 K94 U99 A99 G99 F99 E99 
11 8 3	..BB....CCCG.AAKUGFF.KUG...KU..EEETT B98 K98 C98 U99 G97 F99 E99 
11 8 3	....BBCCC..GAA.KUGFF.KUG...KU..EEETT B96 K96 U99 A99 G99 F99 E99 
11 8 3	..BB.G.CCC.GAA.KUGFF.KU....KU..EEETT B98 K98 C99 U99 A99 G98 F99 E99 
11 8 3	....BB..CCCGAA.KUG.FFKUG...KU.EEETT. B96 K96 C98 U99 A99 G99 T99 
11 8 3	...BB..CCCUGAA.KUGFF.KUG...K..EEETT. B97 K98 C99 A99 G97 F99 T99 
11 8 3	BB.....CCC.GAA.KUGFF.KUG...KU.EEETT. K96 C99 U99 A99 G99 F99 T99 
11 8 3	BB...G..CCCGAA.KUGFF.KU....KU.EEETT. K96 C98 U99 A99 G98 F99 T99 
11 8 3	.BB.UGCCC.UG.AAKUG...KFF...K..EEETT. B99 K92 U99 G98 F97 T99 
11 8 3	.BB.....CCCG.AAKUGFF.KUG...KU.EEETT. B99 K96 C98 U99 G99 F99 T99 
11 8 3	.BB.UGCCCKUG.AAKUG...KFF......EEETT. B99 K93 U99 G98 F97 T99 
11 8 3	BB...G..CCCG.AAKUGFF.KU....KU.EEETT. K96 C98 U99 G96 F99 T99 
11 8 3	.BB.UG.CCCUGAA.KUG.FFK.....K..EEETT. B97 G98 C99 U99 A99 K98 T99 
11 8 3	.BB.UG.CCCUG.AAKUGFF.K.....K...EEETT B99 K96 C99 U99 G98 F99 E99 
11 8 3	BB...G.CCC.G.AAKUGFF.KU....KU.EEETT. K96 C99 U99 G96 F99 T99 
11 8 3	..BBUG.CCCUGAA.KUG.FFK.....K..EEETT. B98 K98 C99 U99 A99 G96 T99 
11 8 3	.BB.U..CCCUG.AAKUGFF.K.G...K...EEETT B99 K96 C99 U99 G99 F99 E99 
11 8 3	.BB.U..CCCU.AA.KUGFF.K.G...K.GEEETT. B99 K96 C99 U99 A99 F99 T99 
11 8 3	.BB.U..CCCU.AA.KUGFF.K.G...K.G.EEETT B99 K96 C99 U99 A99 F99 E99 
11 8 3	.BB.UGCCC.UGAA.KUGFF.K.....K..EEETT. B97 G98 U99 A99 K98 F99 T99 
11 8 3	BB..UG.CCCUGAA.KUGFF.K.....K..EEETT. K96 C99 U99 A99 G98 F99 T99 
11 8 3	.BB.....CCCG.AAKUGFF.KUG...KU..EEETT B99 K96 C98 U99 G99 F99 E99 
11 8 3	.BBKU.CCCKUGAA.KUGFF...G......EEETT. B99 K94 U99 A99 G99 F99 T99 
11 8 3	....BB..CCCG.AAKUGFF.KUG...KU.EEETT. B96 K96 C98 U99 G99 F99 T99 
11 8 3	.BB....CCCUGAA.KUGFF.KUG...K...EEETT B99 K96 C99 A99 G99 F99 E99 
11 8 3	....BB.CCC.G.AAKUGFF.KUG...KU.EEETT. B96 K96 C99 U99 G99 F99 T99 
11 8 3	.BB....CCC.GAA.KUG.FFKUG...KU..EEETT B99 K96 C99 U99 A99 G99 E99 
11 8 3	.BB....CCCU.AA.KUGFF.KUG...K.GEEE.TT B99 K96 C99 A99 F99 T98 
11 8 3	....BB.CCC..AA.KUG.FFKUG...KUGEEETT. B96 K96 C97 U99 A99 T99 
11 8 3	.BBKU.CCCKUGAA.KUGFF...G.......EEETT B99 K94 U99 A99 G99 F99 E99 
11 8 3	.BB.U.CCC.UGAA.KUG.FFK.G...K..EEETT. B97 U99 A99 K98 G97 T99 
11 8 3	....BB..CCCG.AAKUGFF.KUG...KU..EEETT B96 K96 C98 U99 G99 F99 E99 
11 8 3	...BB.CCCK.GAA.KUGFF.KUG....U.EEETT. B97 K97 U99 A99 G99 F99 T99 
11 8 3	BB.....CCC..AA.KUGFF.KUG...KUG.EEETT K96 C99 U97 A99 F99 E99 
11 8 3	...BBGCCCK.GAA.KUGFF.KU.....U.EEETT. B97 K97 U99 A99 G98 F99 T99 
11 8 3	.BB.UG.CCCUG.AAKUGFF.K.....K..EEETT. B99 K96 C99 U99 G98 F99 T99 
11 8 3	BB...GCCCKUGAA.KUGFF.KU.......EEE.TT K95 A99 G98 F99 E98 
11 8 3	.BB......CCCAA.KUGFF.KUG...KUGEEETT. B99 K96 C97 U99 A99 F99 T99 
11 8 3	.BBKUGCCCKUGAA.KUG...FF........EEETT B99 K94 U99 A99 G98 F98 E99 
11 8 3	.BB..G.CCC.G.AAKUGFF.KU....KU..EEETT B99 K96 C99 U99 G98 F99 E99 
11 8 3	.BB.UGCCC.UGAA.KUGFF.K.....K...EEETT B99 K96 U99 A99 G98 F99 E99 
11 8 3	.BB.....CCCGAA.KUG.FFKUG...KU..EEETT B99 K96 C98 U99 A99 G99 E99 
11 8 3	....BB.CCCUGAA.KUGFF.KUG...K...EEETT B96 K98 C99 A99 G99 F99 E99 
11 8 3	..BBUG.CCCUGAA.KUGFF.K.....K..EEETT. B98 K98 C99 U99 A99 G98 F99 T99 
11 8 3	....BB.CCCUGAA.KUGFF.KUG...K..EEETT. B96 K96 C99 A99 G99 F99 T99 
11 8 3	BB..UGCCC.UG.AAKUG...KFF...K..EEETT. K92 U99 G98 F97 T99 
11 8 3	BB...GCCCK.GAA.KUGFF.KU.....U.EEETT. K95 U99 A99 G96 F99 T99 
11 8 3	.BB..GCCCK.GAA.KUGFF.KU.....U.EEETT. B99 K95 U99 A99 G98 F99 T99 
11 8 3	.BB.U.CCC.UG.AAKUG.FFK.G...K...EEETT B97 U99 G99 A98 K98 E99 
11 8 3	BB..U.CCC.UGAA.KUGFF.K.G...K..EEETT. K96 U99 A99 G97 F99 T99 
11 8 3	....BB.CCCUGAA.KUG.FFKUG...K..EEETT. B96 K96 C99 A99 G97 T99 
11 8 3	..BB.GCCCK.GAA.KUGFF.KU.....U.EEETT. B98 K95 U99 A99 G98 F99 T99 
11 8 3	BB...G.CCC.GAA.KUGFF.KU....KU..EEETT K96 C99 U99 A99 G98 F99 E99 
11 8 3	....BB.CCC.G.AAKUGFF.KUG...KU.EEETT. B96 K96 C99 U99 G99 F99 T99 
11 8 3	BB..UG.CCCUGAA.KUGFF.K.....K..EEETT. K96 C99 U99 A99 G98 F99 T99 
11 8 3	..BBU.CCCKU.AA.KUGFF.K.G.....GEEETT. B98 K95 U97 A99 F99 T99 
11 8 3	.BB.....CCCGAA.KUG.FFKUG...KU.EEETT. B99 K96 C98 U99 A99 G99 T99 
11 8 3	.BB.U.CCCKUGAA.KUGFF.K.G.......EEETT B99 K95 U99 A99 G99 F99 E99 
11 8 3	...BB.CCCKU.AA.KUGFF.KUG.....GEEETT. B97 K97 A99 G98 F99 T99 
11 8 3	...BB..CCC.GAA.KUG.FFKUG...KU..EEETT B97 K96 C99 U99 A99 G99 E99 
11 8 3	...BB.CCCKUGAA.KUGFF.KUG......EEETT. B97 K95 A99 G97 F99 T99 
11 8 3	.BB......CCC.AAKUGFF.KUG...KUGEEETT. B99 K96 C97 U99 F99 T99 
11 8 3	...BB.CCCK.GAA.KUGFF.KUG....U..EEETT B97 K95 U99 A99 G99 F99 E99 
11 8 3	.BBKUGCCCKUGAA.KUG....FF......EEETT. B99 K94 U99 A99 G98 F97 T99 
11 8 3	.BBKUGCCCKUGAA.KUGFF..........EEETT. B99 K94 U99 A99 G98 F99 T99 
11 8 3	BB.....CCC.GAA.KUGFF.KUG...KU..EEETT K96 C99 U99 A99 G99 F99 E99 
11 8 3	BB......CCCGAA.KUGFF.KUG...KU..EEETT K96 C98 U99 A99 G99 F99 E99 
11 8 3	.BB..G.CCCUGAA.KUG.FFKU....K...EEETT B99 K96 C99 A99 G98 E99 
11 8 3	...BBGCCC..GAA.KUGFF.KU....KU.EEETT. B97 K98 U99 A99 G96 F99 T99 
11 8 3	..BB.G..CCCGAA.KUGFF.KU....KU.EEETT. B98 K98 C98 U99 A99 G98 F99 T99 
11 8 3	.BBK.GCCCK.G.AAKUG..FFU.....U.EEETT. B99 K94 U99 G98 F97 T99 
11 8 3	..BB...CCC.G.AAKUGFF.KUG...KU..EEETT B98 K98 C99 U97 G99 F99 E99 
11 8 3	BB...G..CCCGAA.KUGFF.KU....KU..EEETT K96 C98 U99 A99 G98 F99 E99 
11 8 3	.BB..G..CCCG.AAKUGFF.KU....KU..EEETT B97 G98 C98 K98 U99 F99 E99 
11 8 3	...BBG..CCCG.AAKUGFF.KU....KU..EEETT B97 K98 C98 U99 G98 F99 E99 
11 8 3	..BBU.CCC.UGAA.KUGFF.K.G...K..EEETT. B98 K98 U99 A99 G97 F99 T99 
11 8 3	BB..U.CCC.UGAA.KUGFF.K.G...K...EEETT K92 U99 A99 G99 F99 E99 
11 8 3	.BB....CCC..AA.KUGFF.KUG...KUG.EEETT B99 K96 C99 U99 A99 F99 E99 
11 8 3	..BB....CCCG.AAKUGFF.KUG...KU.EEE.TT B98 K96 C98 U99 G97 F99 
11 8 3	.BB...CCC..GAA.KUGFF.KUG...KU..EEETT B99 K96 U99 A99 G99 F99 E99 
11 8 3	..BB.G.CCC.GAA.KUGFF.KU....KU.EEETT. B98 K98 C99 U99 A99 G98 F99 T99 
11 8 3	....BB..CCCGAA.KUG.FFKUG...KU..EEETT B96 K96 C98 U99 A99 G99 E99 
11 8 3	....BB.CCC.GAA.KUG.FFKUG...KU..EEETT B96 K96 C99 U99 A99 G99 E99 
11 8 3	..BBU.CCCKUGAA.KUG.FFK.G......EEETT. B98 K97 U99 A99 G97 T99 
11 8 3	.BB.UG.CCCUGAA.KUG.FFK.....K...EEETT B99 K96 C99 U99 A99 G98 E99 
